	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
BN877_I0024_locusTag_BN877_I0024	0	0	2.37243905289578	3.1430149846547	3.62886349628628	3.34012421365907	3.56107949846007	4.50894842946431	5.02036224832791	6.23639417599821
BN877_I0025_locusTag_BN877_I0025	2.38683314413361	0	1.83423254024406	4.17942824900455	3.4193581355367	8.62590223303834	10.5491818006121	6.2202209806269	4.92281903804621	6.6457604126246
BN877_I0026_locusTag_BN877_I0026	0	16.5381968037702	13.1975268139512	22.2607177722558	18.5887057449502	7.04515020879005	18.0720594145214	20.3796220935392	15.6439584674497	15.1391271536262
BN877_I0027_locusTag_BN877_I0027	0	6.72684592216843	7.62261915781982	5.41361315246755	10.2739047683487	16.2110344090016	37.3123483840529	36.5510710535711	22.7631543019181	20.3077552303013
BN877_I0028_locusTag_BN877_I0028	21.5545646179413	6.1502591288397	21.3494685466503	23.462621187958	41.3243516470872	31.1588713315875	91.7372158851418	87.9588512745185	65.7785182178392	52.0575390345638
BN877_I0029_locusTag_BN877_I0029	0	0	0	0.246339926764504	0	0	0	2.77261223655691	0	4.67448035835474
BN877_I0032_locusTag_BN877_I0032	47.2913581916026	20.2407781777486	29.0739545931223	59.5076375325895	86.3175282572797	0	64.3635047387028	67.0505670178478	97.5379443732291	70.939475374392
BN877_I0033_locusTag_BN877_I0033	0	0	19.898464622067	14.503859171954	20.3911400211683	23.960003935885	4.30231607997315	19.0261367552586	13.5853925388662	30.4121261286877
BN877_I0037_locusTag_BN877_I0037	0	0	18.2854009442951	11.39619468094	1.39132503445976	3.41498906672384	17.782906463889	18.1688671451366	4.00615618268588	10.9562450960847
BN877_I0038_locusTag_BN877_I0038	0	40.6839641372746	51.9454655397118	22.4169333355699	63.2125340656218	33.0115609783305	11.5588892015279	66.7140915247166	21.2993970379466	43.4058890418654
BN877_I0044_locusTag_BN877_I0044	0	28.7664392889821	8.19846362684846	16.419675845794	34.6425879792254	52.5183924655258	3.50269369743269	6.79175427202866	17.1627372826429	7.73414022927784
BN877_I0049_locusTag_BN877_I0049	38.0484923255834	10.5289762260028	44.699449513339	66.41538634203	56.8052374317733	23.835987352366	92.642315506751	86.3345422908907	53.2184256876984	65.1897141013855
BN877_I0051_locusTag_BN877_I0051	42.6019630095781	205.129230944242	197.341842123905	301.538701110517	125.170537238827	85.3029832003078	90.9692799150626	85.9107351525961	90.3068400004612	104.283560311507
BN877_I0052_locusTag_BN877_I0052	20.862689704279	0	24.3828381198493	33.2102716082517	16.604290534705	12.2265040660483	15.9167989954562	25.364267497391	39.8915474826862	19.1307436888222
BN877_I0060_locusTag_BN877_I0060	22.6139373801856	51.1436694345302	29.6221860970072	52.1269669846932	53.5033872740548	53.6136665523981	36.4527948803564	47.6918741844912	26.3239064254649	35.8019376768671
BN877_I0061_locusTag_BN877_I0061	59.4678427934287	159.077083625707	119.168635814771	164.816581499477	200.164478931198	257.751557492097	91.130876966704	103.951892635549	103.274535757839	121.129161326215
BN877_I0062_locusTag_BN877_I0062	8.19192871352229	20.6612929598348	34.47442599877	80.530637443729	20.3046095749183	188.604832459298	46.6739719516201	34.0924478183331	25.947074583497	54.1070639026024
BN877_I0063_locusTag_BN877_I0063	0	0	18.6585723921379	20.318796717955	6.95662517229881	53.1220521490376	8.34638330201688	9.03923738564008	3.89487406650017	22.052187306327
BN877_I0064_locusTag_BN877_I0064	0	0	15.717625981758	14.1821414980136	0	21.2217177717839	7.62124562738101	2.71499951475833	3.11192489190779	15.3780864034038
BN877_I0069_locusTag_BN877_I0069	11.3873171566482	12.7936994142373	15.3141113029811	13.4139062007992	27.3702260822071	14.0143419247629	25.1644902790882	16.9577067935458	14.678890999565	18.3919292651786
BN877_I0071_locusTag_BN877_I0071	0	47.491008720554	12.8431963275066	12.4109314075751	18.3164060956765	20.2308204439185	3.8056803716494	5.66095430824425	7.91098934907816	12.1604047121179
BN877_I0072_locusTag_BN877_I0072	0	0	5.78533093668174	10.6344481591922	1.69175790353598	34.2572802605317	4.75329260827222	5.81154743237143	0	19.8192927323235
BN877_I0073_locusTag_BN877_I0073	0	20.2407781777486	14.5369772965611	13.2494113446055	18.869413153917	16.2594255564911	24.2856110663559	35.3299267787697	16.2563240622049	18.1138605613516
BN877_I0074_locusTag_BN877_I0074	176.028944379854	0	50.8031462743709	86.9990508023307	113.199750720351	77.0269756161045	126.456223743211	161.324022891301	84.3101132752054	84.2074247412189
BN877_I0075_locusTag_BN877_I0075	11.4870851921597	0	45.7726911855467	29.141045838039	26.2081921143704	11.9679375148026	26.5937725064201	32.0148760366179	17.9883674517127	26.9090284936278
BN877_I0076_locusTag_BN877_I0076	0	0	13.3986319844495	15.9815960106648	14.3034102748959	5.50192682972175	22.4403343472885	9.92379132980629	9.45103115320142	12.3190046995009
BN877_I0077_locusTag_BN877_I0077	0	2.00019489367132	24.2616481134347	35.8784293335417	9.9184921335627	63.5399514405919	24.917051829933	29.8094850598122	31.4864376968841	26.3508317546192
BN877_I0084_locusTag_BN877_I0084	32.4976512701269	31.8749006773519	76.5400155521929	60.8459619108325	31.6120146718422	32.7999484079566	29.8281657567369	37.5562930224527	29.1687546848337	53.3113355155219
BN877_I0087_locusTag_BN877_I0087	7.00225635102182	0	10.4632325845414	8.52798884589162	8.91677922637195	19.6063138407212	16.5384305050902	7.31379179628171	5.48264238169143	14.8683155834014
BN877_I0088_locusTag_BN877_I0088	7.00778735919798	0	21.6695884582625	25.2247415055634	22.6282641860399	13.4940622482512	23.7035186870559	33.5437102983705	23.5729539600282	23.3898084552611
BN877_I0090_locusTag_BN877_I0090	0	0	4.33899820251131	13.4139062007992	5.39247831752093	8.17503278944505	1.04852042829534	12.7050318867269	0	4.66818051959685
BN877_I0091_locusTag_BN877_I0091	19.5587715977616	31.391947636786	125.254305410185	52.8399142909861	229.139209378929	80.2364329334422	72.4488781862145	90.6560182801487	196.320199970973	137.693125793918
BN877_I0092_locusTag_BN877_I0092	14.8709252212101	13.0188685239279	62.0748313199556	55.5530037083997	39.487659578014	34.464069661377	25.3939904304335	27.5873909314781	27.8828470314938	31.0438918427422
BN877_I0093_locusTag_BN877_I0093	21.9058241894929	80.3633859501721	9.2187168781896	20.0684927004149	35.8652675549627	16.5057804891653	50.0555885650209	68.301482045606	34.9611315016801	36.6538618575753
BN877_I0094_locusTag_BN877_I0094	17.1093553415933	21.1235535499868	22.2507835255775	26.337651983046	25.9771797711179	31.6232243016717	76.3113820997107	95.116853770344	40.4905699850515	29.5322310490449
BN877_I0097_locusTag_BN877_I0097	187.030753403595	151.858546692952	117.519852051106	121.691923821665	184.229792323344	69.6337614386659	177.597516377642	191.585930198221	176.990728227255	182.033447169323
BN877_I0099_locusTag_BN877_I0099	27.9454510922103	19.3481887380035	21.8965970173882	53.7059381191251	16.4847654861088	25.6899307224362	29.8688247350665	30.8547509593493	28.159354944933	33.2046606444776
BN877_I0100_locusTag_BN877_I0100	0	0	32.536647805375	37.1731779682279	13.185760130501	12.9457101875806	13.9473776187365	10.1514180639713	40.8143526128211	23.8306841798477
BN877_I0101_locusTag_BN877_I0101	79.7997881188672	128.079146358087	55.9135219351065	86.251819691145	18.6798268515431	60.5211951269392	9.38542285594143	3.05827531547489	16.1359068469293	7.52368743392334
BN877_I0103_locusTag_BN877_I0103	79.2130249709343	14.6134928654004	21.6905904058603	19.7528519724141	40.1455244318077	30.4147463755092	48.1939760309061	49.2779675601535	39.279109447428	34.5750357540376
BN877_I0104_locusTag_BN877_I0104	17.4814951659993	65.4684480369937	35.8244589929047	79.508334983302	126.146803124352	56.3473196009434	70.8250240199718	81.8954907138991	58.0892646489453	47.5968024665973
BN877_I0105_locusTag_BN877_I0105	3.43471110985081	55.1273226792339	9.67818633023086	7.96699372901786	35.5372315712283	12.0774003579258	40.4814130885279	35.6443586420332	10.0357469413828	16.3036753962129
BN877_I0106_locusTag_BN877_I0106	9.38821036692555	0	10.82197198744	8.68211386330008	36.3633962710039	1.83397560990725	23.3812288691874	27.524477839274	22.590269585701	25.6577033003027
BN877_I0109_locusTag_BN877_I0109	0	0	2.70549299685999	2.96223761934316	0	0	3.33429496197919	4.66933106201971	5.74841681421855	7.1619716919078
BN877_I0113_locusTag_BN877_I0113	0	0	5.44397981075486	3.5148501745667	3.07533734751014	24.1548007158516	0.677702228044551	6.53346708292873	3.76340510301856	10.5603351998197
BN877_I0114_locusTag_BN877_I0114	0	0	0	1.62200445285199	0	17.6847648098199	0	0	0	2.36759394773811
BN877_I0115_locusTag_BN877_I0115	0	0	0	1.72241661940918	0.401876752981405	5.91840734671264	0	0.156656106085794	0.43393374986762	0.570675035211777
BN877_I0117_locusTag_BN877_I0117	0	0	9.41041042386084	12.9489118025341	12.7916205613828	2.6911598623639	0.724846730865042	14.1041578990069	0	10.7571116321145
BN877_I0121_locusTag_BN877_I0121	0	0	3.57329263736225	2.90030404341605	6.97850135208591	0	0	0	0	2.45693711557729
BN877_I0122_locusTag_BN877_I0122	0	0	0	0	0	0	0	0	0	0
BN877_I0124_locusTag_BN877_I0124	99.5547383320504	38.9222214807763	179.984760697453	87.8294867588707	200.523144316927	116.687390769325	111.34463337284	123.664140831611	108.588315714607	100.082702467528
BN877_I0126_locusTag_BN877_I0126	6.88808912790733	0	16.7622935675021	11.6435779514722	4.56843591477956	26.911598623639	5.91958163539784	6.9986541089769	14.6012417935528	11.3940458734897
BN877_I0127_locusTag_BN877_I0127	1.30391810651744	0	11.523396097737	11.801507232218	2.28308994852193	22.9246951238406	7.13511679106658	6.79616736772199	11.2054908659231	2.73296338411745
BN877_I0134_locusTag_BN877_I0134	6.4795930446572	22.8795299340502	13.7764367324773	13.7330730951475	20.4217493554907	3.03787370966232	14.8645460472692	16.102181382748	2.67281892556497	9.90612927826622
BN877_I0136_locusTag_BN877_I0136	0	2.66955145257708	30.2503941381196	14.9025957270211	18.7974950521827	4.87375408144643	49.3580671537077	43.8874548224645	14.579490635316	14.5597706549879
BN877_I0141_locusTag_BN877_I0141	14.3048352091981	0	13.1915685625679	11.8409986467796	14.2691950486731	18.4432535939883	11.7415353062924	3.23974021648985	9.50670809717503	11.5814358572201
BN877_I0142_locusTag_BN877_I0142	0	0	12.4306434990864	1.55793359088903	9.99623166650144	26.7661305229707	0	10.6272115209552	2.94371273558845	16.8931027622395
BN877_I0143_locusTag_BN877_I0143	3.68365747367106	0	1.88721037383149	1.57066874285815	0.989470937313345	0	0.799503969084929	1.58568420405316	1.85980615701664	2.00116523866039
BN877_I0145_locusTag_BN877_I0145	2.14451505843477	0	13.1841283095715	8.38806207480352	16.3851476139424	20.1085650629424	15.1199839223422	6.38711595980254	14.7434681850115	19.1690982063061
BN877_I0146_locusTag_BN877_I0146	67.9347885847879	119.257851323669	35.3481497077185	52.7192201057623	18.9238848908095	28.6155490892563	33.2870987829078	26.3784478933459	46.7049364011621	17.7985957076192
BN877_I0150_locusTag_BN877_I0150	0	0	3.13680347462028	1.1138848862395	0	0	6.4430820521337	5.98358213897262	0	3.77442513407526
BN877_I0152_locusTag_BN877_I0152	29.7513708811021	25.4672701954771	18.0366199790666	16.6886626441868	16.7329153205372	16.2733047076277	20.0370777057904	12.5530817778044	12.9541787362671	14.7946833072274
BN877_I0153_locusTag_BN877_I0153	14.6521202258376	0	0	15.5493179206265	43.9245870705649	0	19.5303597002249	33.6385030570814	48.6875339543183	23.9359642462079
BN877_I0154_locusTag_BN877_I0154	17.8257158865675	0	7.07766100444386	6.08054249608586	5.10739569611811	13.5807054657689	5.81508544705232	7.13413229107164	4.90204764970003	8.13173617493175
BN877_I0155_locusTag_BN877_I0155	22.8725507347072	84.2183970994539	81.8540874846176	45.221420568661	25.9137980144337	63.0794158821602	31.8563212927948	36.8161805493475	33.0683313885318	50.0135371189392
BN877_I0156_locusTag_BN877_I0156	16.3747855237074	55.191424217233	20.1339013719813	18.3952908102517	11.4685448576916	20.1524064111901	7.40954435995376	14.0975315621974	2.81440235702255	9.89250494442515
BN877_I0157_locusTag_BN877_I0157	0	0	10.7393615142534	10.8540004372879	5.13338753172177	2.83496229775739	3.56336866165715	2.92653935586611	1.94000406747432	5.76536236128594
BN877_I0158_locusTag_BN877_I0158	0	0	7.69855730813819	7.26402369410452	0	11.0709503280986	0	0.47952051984798	0	3.4936447277599
BN877_I0163_locusTag_BN877_I0163	56.6727333125384	0	64.6678813883608	195.425669705909	43.46476784481	66.4257019685919	36.3248394231879	47.952051984798	35.4202833225276	42.2413407992788
BN877_I0164_locusTag_BN877_I0164	0	0	6.2374478313775	5.81419020230919	12.5967708451328	0	22.8051682317885	10.7083703409279	6.27765828338746	12.759079775995
BN877_I0168_locusTag_BN877_I0168	0	0	0	0.426989206391807	0	0	0	0.393206826275344	0	0
BN877_I0169_locusTag_BN877_I0169	2.56820344383982	0	0.493402978150758	0.642430568887369	0	0	0	0.478063010669111	1.10351946521553	0.554117732449346
BN877_I0170_locusTag_BN877_I0170	2.79781103650099	0	2.86674754634171	4.70819224266463	6.45752954735463	10.6577059449908	2.79698032130705	3.32012386424545	0	0.517421193876542
BN877_I0172_locusTag_BN877_I0172	0	0	2.36402300696504	1.21256643562722	0	0	5.17948731957933	2.57684085180444	0	0
BN877_I0174_locusTag_BN877_I0174	0	0	7.93889836916445	1.33537164933345	3.89463571422134	0	0	0.60726922976887	0.841060781596699	1.80997529595423
BN877_I0175_locusTag_BN877_I0175	8.42131826933521	0	0.359533953071095	2.23424584739899	5.5853302878368	0	15.3606501016982	5.61724037536205	1.44740692646874	2.16308417152153
BN877_I0176_locusTag_BN877_I0176	0	36.6522199434907	6.28844318189079	5.24504308932639	5.45248999990987	4.0149195784456	4.80619093618622	6.53573508538747	3.33620776700024	8.72810309382375
BN877_I0177_locusTag_BN877_I0177	12.4867822614281	0	5.33102068346796	16.2802781156285	25.1763577664147	0	0	7.26367289917507	14.3077006524496	1.02634614483229
BN877_I0179_locusTag_BN877_I0179	77.4527355271358	118.661562067051	122.874473607391	157.639077634775	64.7256000405968	122.761742388167	64.0925587136	67.5824232660747	59.9045541692249	76.7199088814972
BN877_I0183_locusTag_BN877_I0183	44.732061160057	5.98293590254039	35.9671421935505	57.9261092494768	60.9182118029146	75.004208399295	87.4762090025129	80.9543465861001	129.205901149309	84.4116877484748
BN877_I0184_locusTag_BN877_I0184	24.0429777689557	20.9483826181089	22.259828559531	23.994710525042	27.7737132895138	15.2980404533727	35.4212364524619	40.0559474246346	36.2467566000533	45.0150829770761
BN877_I0185_locusTag_BN877_I0185	3.47235177954781	16.7194373166882	16.3070810769643	16.8456015672384	28.0043869949709	23.0628713684227	48.3548894942736	37.2738525729504	31.8297340542166	31.0381836710325
BN877_I0186_locusTag_BN877_I0186	0	0	2.86946226939696	7.22970360822491	7.81156395609984	6.87740853715219	17.0644051926208	10.7238225347821	9.16812889030071	9.47037579095246
BN877_I0187_locusTag_BN877_I0187	4.63403436758665	16.1149157155567	10.8813246674442	11.8729539839477	7.86806600840133	11.3156630410182	13.4103270865708	23.5061484811768	20.8409838891326	20.187309272853
BN877_I0188_locusTag_BN877_I0188	29.4509964635525	34.2292967501109	7.28401960693074	7.62114148427684	14.225406602329	18.4499709794756	12.3967376791534	23.3466553100985	17.1056127872495	18.4683710586783
BN877_I0189_locusTag_BN877_I0189	10.2360443427933	5.974150387265	10.8458089301436	6.64466683515004	9.62792837722706	14.7243195993655	51.8994516842576	39.9702533757866	21.2716745548175	33.6156620861672
BN877_I0196_locusTag_BN877_I0196	2.42102846138481	3.88576543813511	13.798789496879	46.6874158049036	5.58789089771088	2.12825249860297	12.1015480950534	11.4920046647808	15.3961518052362	6.56685083498709
BN877_I0198_locusTag_BN877_I0198	0	60.7223345332457	0	3.44140554405337	7.02584532326695	0	7.9624954315921	8.21626204157434	0	0
BN877_I0201_locusTag_BN877_I0201	14.3697097452942	0	5.33736713666257	3.20241904793855	5.71831434230911	2.52639497283142	3.47794939344768	6.08534373997556	4.69258515446412	5.75792405657399
BN877_I0202_locusTag_BN877_I0202	4.10164530593835	10.9719428633427	7.88007668988347	7.4619472961675	6.0936134195325	11.2175207207919	1.8703704209592	3.62666490253958	3.05485615063224	8.84974436775897
BN877_I0203_locusTag_BN877_I0203	47.6021934097633	114.602715879647	1.52422140668169	6.22442012134536	31.2558229572299	0	0	7.47646782354527	0	3.30129296938132
BN877_I0204_locusTag_BN877_I0204	4.57961481313441	7.35030969056452	17.8899807922449	10.9871612864233	14.3971348416771	50.3225014913575	18.313020206715	16.6233780213966	12.7906578664683	17.7152490235906
BN877_I0205_locusTag_BN877_I0205	0	88.4434002984231	20.2323824113008	11.3616258396429	7.01711756510141	0	15.0768120019929	0.683837958739728	18.9421515159604	4.52931016089031
BN877_I0206_locusTag_BN877_I0206	40.1643506894878	11.9377829041299	36.0097307328548	22.326724348304	43.3319363725232	25.2817412422073	31.6210132544506	39.2514560736126	28.1242038353168	28.7946108996037
BN877_I0207_locusTag_BN877_I0207	49.2881044263591	28.2527528731074	51.8552824398165	28.1812876218593	101.991854609425	59.833454273224	32.2315179657989	36.535467608084	55.0637821151461	49.2656840625173
BN877_I0209_locusTag_BN877_I0209	0	0	14.6620265636283	11.1568147476569	27.4774227235602	23.4275594039765	22.0852225438622	23.5924095765206	22.1738590864254	22.2350167091878
BN877_I0210_locusTag_BN877_I0210	1.53625260549691	0	12.0025507497061	11.8081924167625	24.6981274298948	11.7040988923172	57.3902890425509	34.6736928624621	3.96063168060991	19.9824929189097
BN877_I0211_locusTag_BN877_I0211	0	0	1.64467659383586	0.642430568887369	2.043993211719	9.0305182007591	10.8102774856468	9.68077596604949	1.10351946521553	2.37479028192577
BN877_I0212_locusTag_BN877_I0212	0	0	12.7602356269815	6.19452997929607	3.01107656711441	25.128203132759	23.2239450088103	16.02171098107	9.97054542481898	10.4174133700477
BN877_I0213_locusTag_BN877_I0213	0	0	6.97120894896439	7.7801100796544	7.01353008168366	17.7209299730302	28.8199455473048	25.0076325095362	10.2458058813324	10.1191643165085
BN877_I0214_locusTag_BN877_I0214	5.92246915670537	0	10.1139925116261	8.79917009433584	3.6137608955789	12.7264195360386	28.1493437600112	26.3669063413607	12.2150322859932	14.3604530101125
BN877_I0215_locusTag_BN877_I0215	27.9164845712544	0	22.6450955684316	8.71848005121597	0.888731850205574	23.9951874952623	27.8102722232626	30.3133015851036	5.75774649604084	11.9318391022573
BN877_I0216_locusTag_BN877_I0216	3.20052626145189	32.1054009921675	20.2911974764499	16.8854822527669	15.920306975747	12.6606838979393	33.5113483552454	24.1658361981722	9.90157920152477	20.7164470427085
BN877_I0217_locusTag_BN877_I0217	62.8207385147434	7.56207511845253	48.0753030668801	44.5005293724696	31.9987517218998	17.4875369494873	42.8045796853834	46.9217067785819	34.5512354789266	32.046132207117
BN877_I0218_locusTag_BN877_I0218	1885.05381841163	709.788458145435	385.73052200846	328.894054502321	775.9010184862	418.436014155154	225.666122962802	148.774746549794	60.2973361122093	109.047777382371
BN877_I0219_locusTag_BN877_I0219	7754.3589175848	3280.96484978021	2341.5605517985	1334.47900842807	2699.65678258979	914.473483552946	881.2577437145	393.206826275344	1526.01435156403	944.288115155937
BN877_I0220_locusTag_BN877_I0220	194.274280220686	49.4938736463195	54.5048224184932	58.0642986502143	102.098206908288	50.6016628134993	191.78280511238	126.85942862314	50.3510961829362	41.8217325074908
BN877_I0221_locusTag_BN877_I0221	0	0	259.157750225536	186.077401522324	84.9440547354381	143.339672669067	174.709256487331	44.8393749261357	68.7899186632247	55.7422996116588
BN877_I0223_locusTag_BN877_I0223	4.10164530593835	0	1.57601533797669	5.59646047212563	18.9337274106903	0	23.307692938107	15.6519222109603	0	4.5512971034189
BN877_I0224_locusTag_BN877_I0224	11.2658524403107	9.04088091939436	6.13245079288265	19.3426110495489	23.3124239107258	34.662139027247	83.5796603802784	76.1510553553249	35.3376359947751	20.1403325154256
BN877_I0225_locusTag_BN877_I0225	36.2634735203133	26.1913932214214	13.237176036139	6.84465530417768	21.6461512871959	27.627701247959	18.6987643075228	13.6694218576407	16.2051596660148	7.93601233125952
BN877_I0227_locusTag_BN877_I0227	61.0799228691542	8.16947071029611	31.2924491203083	14.8160110169687	123.962031684698	77.5572818165596	41.7791175958838	54.2435922994299	31.4941796289463	54.9110644505527
BN877_I0228_locusTag_BN877_I0228	0	0	0	0	0	0	6.35103802281751	0	0	0
BN877_I0229_locusTag_BN877_I0229	0	0	3.32983753459691	0	0	0	0	0	0	2.40401847001101
BN877_I0230_locusTag_BN877_I0230	181.22324109926	61.1371045778717	32.672893568637	37.7990445002583	49.9761924946202	77.1171711379032	81.9908597207998	83.4758754141918	59.5176891894932	52.8697959968951
BN877_I0231_locusTag_BN877_I0231	0	0	1.85307739510958	1.51347201580658	1.38179541093606	12.718495239939	5.48103281421237	6.32901398456889	5.96807513516562	9.36496921108741
BN877_I0232_locusTag_BN877_I0232	21.2563253590767	1.42152215713748	6.01220665968887	12.0040361796942	21.4289334447891	22.8381868403544	5.77851258260545	9.60347909037265	14.4614259477196	12.8306716035703
BN877_I0233_locusTag_BN877_I0233	0	0	5.53880456050077	5.59792935938865	4.23605522302709	0	0	1.08364085981394	0	4.30641103879925
BN877_I0234_locusTag_BN877_I0234	8.28371502964019	0	7.07318430551632	5.90249785306322	8.79050675366734	0	5.23026660702618	12.5928983578378	9.96629540545631	6.29810939038832
BN877_I0235_locusTag_BN877_I0235	0	0	8.22616113910132	4.67380077266708	4.99811583325072	6.69153263074267	0.901160800534917	1.7933419441612	8.3405194175006	6.24692862561982
BN877_I0236_locusTag_BN877_I0236	21.2050311376504	20.9441256819947	10.4459189067953	15.8760851642977	31.936012856615	65.0034598415002	45.3155145411844	49.4924422261629	37.8477351718514	32.4790011440677
BN877_I0238_locusTag_BN877_I0238	0	0	0	0.282566386582814	3.9557280391503	0	4.57648328114791	2.74666533059983	0	0
BN877_I0240_locusTag_BN877_I0240	7.28395631916637	0	2.05244296313517	4.24044453244277	15.3045753790574	9.39121993349057	6.28533762947802	9.89796493727589	12.7696228323113	14.2790407399792
BN877_I0241_locusTag_BN877_I0241	0	0	21.3799934386009	11.4349792345903	23.9466268126123	0	8.24085909302174	9.01498577314202	9.20927366385719	9.27403873187174
BN877_I0242_locusTag_BN877_I0242	0	0	19.3826363954149	18.9277304922935	50.1846094519068	73.9064798022325	4.64478900176206	13.3514258175583	7.0444070936221	15.5483781642503
BN877_I0243_locusTag_BN877_I0243	0	0	5.85725287979998	8.02255493452648	5.89281135729091	2.55244028182968	2.74993398926119	4.05367862139529	0	5.63829074152067
BN877_I0245_locusTag_BN877_I0245	0	0	8.1618224486279	8.10444597048136	6.38662236488512	5.53266385111684	6.45748000085356	8.34740748517489	2.8395590261356	6.91099350666573
BN877_I0246_locusTag_BN877_I0246	0	0	7.05780781789563	2.55845434808134	2.92379898545892	0	0.724846730865042	1.65617005632278	0.986570391456273	4.17545780457075
BN877_I0247_locusTag_BN877_I0247	0	9.21285419775241	12.645239007063	14.6719524859359	15.8981569834329	12.1102193806375	44.4572661597226	46.9070099823032	44.198353537241	38.7822182526233
BN877_I0248_locusTag_BN877_I0248	45.4555755107471	55.790246179807	11.9863613784936	45.4824578707222	180.886930904183	78.3502238409743	170.513311979695	272.88056013349	245.868327430267	139.283454077378
BN877_I0249_locusTag_BN877_I0249	10.3041333295524	33.0763936075404	93.7024403790533	151.900108377524	44.6949027838141	97.3740403857767	0	4.7352651334988	39.405065196312	46.2113916262787
BN877_I0250_locusTag_BN877_I0250	59.7639733114041	69.4604265758347	55.693563154874	51.6448652316334	101.363118973934	50.7250815032883	85.444696911857	75.1888175121633	23.023184159643	58.6932314263663
BN877_I0251_locusTag_BN877_I0251	8.03173890706558	64.4549495203971	46.0859643571588	54.7942422651083	20.7111692392014	15.0623091916337	22.6512306669309	31.0229720350319	25.9524281226277	29.8064774181023
BN877_I0255_locusTag_BN877_I0255	20.1862543725703	20.8279679883659	35.4576556585064	30.2317101931674	11.934688008904	11.8300815792652	21.0906484511994	9.99792100939013	11.3997703662606	16.799412345896
BN877_I0258_locusTag_BN877_I0258	18.9731796337567	8.12055172400691	11.3403898071976	9.72231411559788	44.6973581429738	3.70638783439339	26.4880118736072	37.6725103018293	31.3055917269765	26.74530528388
BN877_I0259_locusTag_BN877_I0259	9.95719281340588	27.3966088466496	7.83408746565519	20.5731163079689	4.07559858579122	28.3432594258393	13.0228355417369	11.0548047117815	15.1579730986305	13.0656110449252
BN877_I0260_locusTag_BN877_I0260	0	36.6522199434907	7.31214323475673	6.49138996203761	3.18061916661409	0	14.4185728085587	21.9186237619702	20.1153703598544	22.1721973754394
BN877_I0261_locusTag_BN877_I0261	27.9869362673333	0	18.6055985273021	7.51608760778007	35.6389882643951	32.8032861456596	16.1280303103094	23.5676015748629	36.8784369419566	25.9613771682577
BN877_I0262_locusTag_BN877_I0262	0	0	0	4.92079024439339	4.3054722865142	0.754837522370362	7.04810317166333	5.09490552338479	10.8474617675241	10.4809341832797
BN877_I0263_locusTag_BN877_I0263	19.2031575687113	0	8.19846362684846	4.26989206391807	27.1706572386081	0	1.57172153089928	7.04992037008823	17.9695326249894	10.1280407764353
BN877_I0264_locusTag_BN877_I0264	30.9123999886573	12.4036476028276	34.6435078866218	19.9760651587874	64.582084297713	28.6838258500738	23.0418757535147	22.1778240429691	40.9547025916726	33.5866299964191
