	Koxym5a1_1	Koxym5a1_2	Koxym5a1_synnifI4_1	Koxym5a1_synnifI4_2
KOXM_01661	23.7576031329928	48.6869589422401	17.042575963697	28.3440150047486
KOXM_01666	0	5.15646893474283	14.3235520834674	5.10811893980541
KOXM_01681	10.1389770946358	2.22280202435161	0.715957647906733	0
KOXM_01686	3.15603614930819	2.14268411481133	4.94415554252696	2.37230991961
KOXM_01691	7.90513554887837	5.14173904891867	3.77423366764811	2.82560631317117
KOXM_01696	0.470585434772126	5.11180931039129	0.683590665632468	0
KOXM_01701	15.0090447674215	3.91918609783494	13.9761031534588	14.5073750635157
KOXM_01706	39.2415965329422	42.0659307834283	38.002577374605	26.3919478556613
KOXM_01711	0	19.6307676989332	0	0
KOXM_01716	11.5718557895843	13.9968928903715	4.50835585086172	8.49830163509665
KOXM_01721	0	0	0	0
KOXM_01726	20.3319208005538	16.6248588724926	10.5635906852826	16.435704053825
KOXM_01731	8.26138874377732	0	23.4301604865986	7.54055653018894
KOXM_01736	19.5754846446086	21.1009703606481	18.125940636678	16.0911645124586
KOXM_01741	8.60810404561457	5.33281553781233	4.42866504555912	5.72907695853718
KOXM_01746	13.1715594605538	6.67438901775576	5.68459606157526	5.48844101748027
KOXM_01761	27.7702103555888	12.0767594744851	20.4179079997085	12.7417235344458
KOXM_01766	171.808881162962	199.349733000789	157.434406179898	147.168658381569
KOXM_01781	30.8104532259366	16.2501266862011	29.8376400583596	14.642108056908
KOXM_01786	40.6834426816204	20.9535957109907	22.41661465791	35.8532121812757
KOXM_01791	0	3.23584082949449	0	0
KOXM_01796	0	0	0.383004699184149	0
KOXM_01801	0	0	0	4.07522724241829
KOXM_01806	0	0	0	0
KOXM_01811	12.1607642308402	14.8072076357668	24.7056755647958	11.612457056491
KOXM_01816	30.4520628746719	30.2769755451619	30.3887553839165	33.2505621632656
KOXM_01821	18.4937687106893	25.6666237571984	34.7840849814044	25.7890861026132
KOXM_01846	36.1089886001941	56.5172888229027	31.9543202855215	62.8860767087049
KOXM_01851	27.8821870102484	26.6736242922193	36.1047213872967	21.8183432556745
KOXM_01856	0	0	0	0
KOXM_01861	0	0	0	0
KOXM_01866	0	0	6.92354648525192	0
KOXM_01871	6.04342969680262	1.24332800345108	3.1923347340866	8.38561889995149
KOXM_01876	193.520202080263	188.778067460974	427.09745934776	87.8526483414478
KOXM_01881	5.30161123158866	5.01085956343669	9.5511545851074	2.9334636204475
KOXM_01886	77.2122101822264	45.3017716129228	41.5412789115115	0
KOXM_01891	616.688371520789	405.15265099647	2820.42657840257	727.848522725247
KOXM_01896	213.910027788404	134.717138584658	1547.65070461686	391.882960746365
KOXM_01901	23.442348314349	44.8524637779994	263.368180377207	39.3357694154442
KOXM_01906	6.22656393003906	5.22197761449455	0	5.85043179066383
KOXM_01911	7.9098402865953	19.0255638315323	26.0443195445221	17.8085484010845
KOXM_01916	0	0	1.68761445578016	0
KOXM_01921	0	3.97864961104347	2.66027894507217	0
KOXM_01926	0	1.69068812718085	0	0
KOXM_01931	0	1.58454627166277	4.84337781031076	12.426701905132
KOXM_01936	6.75931806309053	3.62852003375026	6.62201359392805	4.18476974455517
KOXM_01941	18.9031776340667	0	25.0186459433171	0
KOXM_01946	8.83396024087079	4.49813913327748	11.7631740284082	6.27135394589971
KOXM_01951	14.298557441153	13.5905314838768	19.3859301587054	22.8391856443223
KOXM_01956	0	0	15.5566106211833	6.84235685146774
KOXM_01963	2.33568058724594	1.58573142220253	0	3.10899909294439
KOXM_01968	0	2.90896606095572	0	0
KOXM_01973	0	0	0	0
KOXM_01978	0	0	0	0
KOXM_01983	0	0.643046075670242	0	0
KOXM_01988	0	2.24614337672638	0.421574259055152	2.59592929727816
KOXM_01993	32.5115488585913	20.9210028382982	27.6520655061164	3.91363485312087
KOXM_02013	15.0941162762247	19.6096820193425	60.094301222367	19.8435698162867
KOXM_02018	5.66812770312973	21.0518290378054	11.9469985987665	55.3875856343026
KOXM_02023	4.10220682449632	24.3692288676412	139.788790967059	81.3600047688317
KOXM_02028	31.6144482635888	28.618082044789	204.108331029789	128.426958856682
KOXM_02033	0	0	2.46592066598014	30.3688167106239
KOXM_02048	11.9561806945119	7.60991712665035	7.05575491059844	2.1882770835096
KOXM_02053	11.3659870615025	19.9344283457775	24.5366959515552	7.06026630533614
KOXM_02058	9.27259798955144	6.76163691114691	4.07417931741845	3.29137455936653
KOXM_02063	12.2559063781312	21.0791916892784	24.5291361191782	0.8700642150218
KOXM_02068	55.6412738570962	52.4849096662112	82.7340879336991	30.4119134230799
KOXM_02073	9.90811572741938	11.3055133124555	6.24902403932032	6.73836966527522
KOXM_02078	3.82931323745901	4.98291712284387	4.3264736834879	2.37867341188363
KOXM_02083	9.42496462318257	4.26584086817865	3.54953650793197	14.4969854418421
KOXM_02088	46.9376109073828	55.1322198982809	75.2229787961896	66.7907954112545
KOXM_02093	15.5170432057035	24.8006096270995	48.6815625041279	40.9648929759612
KOXM_02098	2839.91692277301	924.398828965837	6376.93249024128	1813.00310542836
KOXM_02103	16.8454879853584	54.0284298499658	39.0964015589069	51.3405860629661
KOXM_02108	25.0179791203068	36.8275318556806	29.096312965065	36.3511734615712
KOXM_02113	32.2093820253342	47.8223213116869	83.3740755697705	51.9290957807748
KOXM_02128	157.611807127377	275.794758698852	126.008546031585	200.826228214173
KOXM_02133	181.598268699621	281.473417039345	103.361848818535	131.351629880711
KOXM_02138	49.1798659073139	78.3296642174183	65.3461246325909	49.6400273147234
KOXM_02143	0	1.36430045784092	9.73038965494864	0
KOXM_02152	0	12.705628073362	5.87794966911183	0
KOXM_02157	22.5646886583768	27.6253873801619	27.9421935763003	31.5127735589985
KOXM_02162	39.6546659701311	58.5557756505322	44.6430277369044	19.0022024560761
KOXM_02167	21.1394359031949	18.3110522233747	33.766995995392	14.2309522751115
KOXM_02172	10.7022535998933	4.20659307834283	19.3649497148107	9.59707194751319
KOXM_02177	23.298466893214	20.3567011093648	24.8191219509467	28.2616771315392
KOXM_02182	2.50978898545134	8.94566629318476	1.36718133126494	0
KOXM_02187	3.16393611463812	0	0	0
KOXM_02192	0	0	0.0761150987807822	0
KOXM_02197	0	0	2.12852273702002	1.20368681098455
KOXM_02202	0	0	0	0
KOXM_02207	0	0	1.16674579658875	3.29899348195766
KOXM_02212	7.08119035180913	24.4383026456107	28.8591001115421	19.793960891746
KOXM_02227	5.13431576659306	14.3303886965541	2.7623356820954	29.9693730125668
KOXM_02252	2.84149676537564	0	0	2.77367604852491
KOXM_02257	0	0	0	0
KOXM_02262	72.8654487201159	169.609832918783	247.33677463914	233.568738522602
KOXM_02267	97.0422283423983	282.25647077782	391.801220256491	519.165547019816
KOXM_02272	0	0	3.466901795578	0
KOXM_02277	0	1.60889615745383	0.430308068406095	0
KOXM_02282	3.14719571191517	19.4972250615255	4.57173863153143	2.51351884339631
KOXM_02287	147.85428229996	67.3439935379553	31.6360128644188	52.3611413978451
KOXM_02292	28.428896559469	19.8947107940449	30.2844068613725	52.162908702954
KOXM_02297	235.683392086628	208.424781579779	195.975555418395	207.400873243074
KOXM_02302	5.14388355744625	10.6884503374246	24.1525814496	14.6068642220012
KOXM_02307	35.7353094498275	12.5219514890205	21.6293739035389	3.06883114600713
KOXM_02312	96.4667079074325	113.725785705831	165.931628364108	102.724630763721
KOXM_02317	35.7371687271141	101.446741463519	109.981652619273	128.724597283096
KOXM_02322	81.5070022224071	70.1542904125092	63.2344956942911	65.963796589302
KOXM_02337	4.2335942316866	0	1.28122568410356	0
KOXM_02342	1.79359097726744	0	0	0
KOXM_02347	0	0	0	0
KOXM_02352	0	0	0	0
KOXM_02357	0	0	0	0
KOXM_02362	2.65544638192842	0	1.11989162042554	1.45946255423012
KOXM_02367	0	0	4.78513465942728	0
KOXM_02372	0	3.46803093481699	3.84758919180412	0
KOXM_02377	0	4.25727492266022	2.38570396961693	1.90785165221648
KOXM_02382	0	2.26025896746779	5.2391612955563	7.09037405077467
KOXM_02397	0	0	0.463550751802275	6.45639926082701
KOXM_02402	6.63861595482106	5.70894774917956	5.78610670553196	0.942569566273617
KOXM_02407	0	21.3292043408932	19.2689124716307	66.9091635777328
KOXM_02412	21.0532164760777	22.9779492881522	24.2597098350619	23.5541040002138
KOXM_02417	62.5926647168843	31.420674830071	66.3106197046679	12.5227099519209
KOXM_02422	12.191962518767	4.20136749687905	16.7266002540595	5.99966019575902
KOXM_02427	3.70527402129547	1.67704707442239	7.89422310212113	0
KOXM_02432	5.96222866885816	3.80974467472558	1.698228383175	8.96330304531892
KOXM_02437	22.0659028382181	21.0058260815313	36.6992631760192	62.0636451186357
KOXM_02442	0	18.172482098441	12.6728594866051	4.43384723975109
KOXM_02447	0	5.45720183136367	22.3798962063819	6.41966299191761
KOXM_02452	12.0822810377743	8.62351581060281	8.70059008313325	13.1959739278306
KOXM_02457	34.2472115196587	28.6048329327313	59.3494796893352	18.4743634989629
KOXM_02462	8.14821903495845	7.60644227864731	20.9603256608312	26.0304143233919
