	EcoliMG1655_LBWB_1	EcoliMG1655_LBWB_2	EcoliMG1655_synnifI4_1	EcoliMG1655_synnifI4_2	N1	N2
agrB_locusTag_b4713	7.07358301672816	0	0	0	0	5.1496360592569
ahpC_locusTag_b0605	227.186842772563	213.25327266744	316.75056337372	188.291874538862	211.036077807066	207.081109616926
ahpF_locusTag_b0606	31.1798820466913	27.9669088761262	28.009323181054	31.2662364806418	33.9688628846751	34.9425496587892
ahr_locusTag_b4269	3.63224816499121	3.55121607179825	29.04096716762	24.6501218930847	3.91141465275009	6.36131513202323
aidB_locusTag_b4187	11.5001382234196	13.6699780019741	84.4470805775918	97.8074954147761	0	2.88202264078953
ais_locusTag_b2252	0.347779323034923	0	1.260540994866	0	0	1.19560372851736
alaA_locusTag_b2290	13.3436758733411	7.90793637125695	18.0610576737596	10.8647153793736	10.9185630700741	34.5676719380003
alaC_locusTag_b2379	15.6845948446694	20.9297403307061	16.8888435130402	7.17123828672456	39.713959912507	25.8936502414613
alaE_locusTag_b2670	69.282278206197	94.5807213788933	12.519396563128	19.8498349981156	38.4187839225675	24.1918458428202
alaS_locusTag_b2697	131.15900351978	111.423223457267	93.1970065051227	98.5647722526833	44.228272869371	42.4458409658096
alaT_locusTag_b3853	14.7165566168462	11.9152644514283	0	0	0	0
alaU_locusTag_b3276	0	0	0	0	0	2.84585150643145
alaV_locusTag_b0203	19.7753729538871	31.4129699174019	0.882476261498682	0	0	6.64032018167337
alaW_locusTag_b2397	0	0	0	0	0	0
alaX_locusTag_b2396	0	0	0	0	0	0
aldA_locusTag_b1415	3.5437263936746	2.5726139156493	2.26665661981236	2.26461411188819	0	0.951252216501622
aldB_locusTag_b3588	2.27107355198244	1.97919095265027	9.32592197336879	8.16865637782534	0	0.515298215156311
alkA_locusTag_b2068	4.77551395517212	3.97558239968419	11.4808533180292	22.0999060358177	10.9648608640109	7.98223916841235
alkB_locusTag_b2212	0.966409823917319	0.505828849774362	3.64015809658647	2.54094150001479	0	1.21819347638335
allA_locusTag_b0505	1.08546030947235	0	0	0	0	1.64191294642974
allB_locusTag_b0512	0.615891135947308	0	0.656565794164462	0	0.488208877362346	0.58226428276473
allC_locusTag_b0516	0.735232500882081	0	0.578797806894497	0.344137222574819	0	2.09985159697854
allD_locusTag_b0517	0	0	0	0	0	0
allE_locusTag_b0515	2.04552647632372	0	2.41764064855025	0	5.92186187884556	5.7785992420669
allR_locusTag_b0506	36.7079796862908	37.5298971224133	35.9176490158018	43.0913784973097	91.2663418975021	62.4645805325059
allS_locusTag_b0504	0.490155000588054	0.621645649520434	0.120582876436354	0.815732675732905	0	0
alpA_locusTag_b2624	2.13320979129167	0	3.25369964333473	0	0	0
alr_locusTag_b4053	18.0584413485884	17.9130154126692	15.1731443134471	12.5593091809065	0	7.009226858433
alsA_locusTag_b4087	0	0.322206048143943	0.16041534129439	0.0924882816052352	1.30125340698144	0.564343677726784
alsB_locusTag_b4088	1.38164253494162	0	1.00315677589166	0	0	1.46346494846403
alsC_locusTag_b4086	0.463173991381372	0	0	0	0	0.80840362194247
alsE_locusTag_b4085	0.301308810043187	0	0.128483133858046	0	0	0.207169266751714
alsK_locusTag_b4084	1.35297375348425	0	1.5865594722858	0	5.7199182018711	1.08529964259608
alsR_locusTag_b4089	9.80690851992416	8.96228237281192	7.95384141115834	3.71302562628424	0	5.25944872494251
alx_locusTag_b3088	3.76292907283749	4.26105824538186	3.28629531197163	6.31131991214855	0	5.00037124594511
amiA_locusTag_b2435	17.7169580305394	14.382981707722	12.1545044629711	15.9711316076792	24.4575812769661	21.7113391555797
amiB_locusTag_b4169	11.4155053802012	5.41441015431123	11.9299182496175	15.365289743363	13.4180816562952	9.2678054041036
amiC_locusTag_b2817	25.0571674214862	18.3160263468237	11.2136882521752	19.145811838389	20.6799674224347	11.4408979753507
amiD_locusTag_b0867	15.6463029735062	14.9589295311882	22.436773108236	20.3605550665445	17.6037193757946	20.2143355298388
amn_locusTag_b1982	17.1275938563931	11.9949228891854	19.3752565857933	18.1575155685593	6.85505660791253	10.8513980465166
ampC_locusTag_b4150	2.24998501185689	2.46825744288045	2.52343594116966	3.16743818732003	0	1.46224233781369
ampD_locusTag_b0110	9.68773326204074	6.86030377506479	10.1250295703351	13.0140395087714	6.02301169354633	6.13851544744754
ampE_locusTag_b0111	6.37717453396669	5.0068181937315	7.73964365640325	17.9096255622095	0	6.15547140650357
ampG_locusTag_b0433	13.5213349200681	7.02762825738345	5.89194403679924	2.88179950611434	0	1.41649880762758
ampH_locusTag_b0376	8.60213234890136	2.77255800235779	6.15853612083306	5.1016312500297	0	6.97290962082454
amtB_locusTag_b0451	350.848941698493	344.646309930528	555.462237622299	591.888926813236	5339.67363958762	3860.52250290325
amyA_locusTag_b1927	6.01321668215221	4.3706774050816	29.1920933205617	39.7657344752315	1.34060582856354	5.86255610509489
anmK_locusTag_b1640	11.2097735311202	6.6748901595225	9.84875308778889	6.17380110409	2.99522743679061	11.4962145539086
ansA_locusTag_b1767	8.72936359794736	4.61400961862765	6.26497404918435	6.83130997968579	0	6.16741073763511
ansB_locusTag_b2957	5.77522941733207	1.96570308741112	6.79009432916273	5.50707206478851	0	7.50558226019678
ansP_locusTag_b1453	1.53788016646043	4.55524170664302	1.44569222217073	1.95347582521137	1.32988098193503	0.769012318182364
apaG_locusTag_b0050	40.6846604883711	26.5700654145367	22.9474955900116	34.6334359692493	0	16.7839990079484
apaH_locusTag_b0049	38.1028759025432	33.2028937156161	33.4412791605329	39.6929423788788	9.46534506715324	10.7757508997974
apbE_locusTag_b2214	1.48942423146348	3.04036190031281	3.0273838415302	0.8055939528456	0	4.71074662238841
aphA_locusTag_b4055	4.89521316036551	4.15077203197198	2.50488126513165	2.9786667164039	0	5.25060931532076
appA_locusTag_b0980	6.86121216403193	7.73170494741713	21.3922934234687	20.3744778015043	2.55943222081415	3.94052212694485
appY_locusTag_b0564	10.4855465895029	5.04918357844769	5.30583949580185	12.540054490873	0	12.688703250009
apt_locusTag_b0469	31.0893923638039	39.22304114874	17.6175514523831	17.7230669626032	14.4552280645112	11.3627839133603
aqpZ_locusTag_b0875	2.05894353529511	3.07530858882215	6.35991512597326	4.27798168062836	0	5.90432410242386
araA_locusTag_b0062	0.139528231397244	0	0	0.314447850301232	0	1.43902005647897
araB_locusTag_b0063	0.452051783204123	0.677560866673066	0.433715552388535	0	0	0.296686851150603
araC_locusTag_b0064	5.76565891345439	4.87011326011426	6.38381386588883	5.69934045668847	6.05179058901038	11.7287501599913
araD_locusTag_b0061	0	0	0	2.7161788448434	0	0.310753900127572
araE_locusTag_b2841	3.59617054749219	3.71297625035219	3.98596512945658	2.03167880614291	2.34298974970936	4.62342236750761
araF_locusTag_b1901	1.02384124948008	0	0.429055798519898	1.14573362182485	0	2.18469408574535
araG_locusTag_b1900	0.415269171861502	0	1.09197942676977	1.34141584931474	0	1.04692271039678
araH_locusTag_b4460	1.66437247452427	4.50402922618236	1.3816818467774	2.34631619363068	0	2.33742345952086
araJ_locusTag_b0396	5.66308001458385	5.97454303448681	5.96161741101332	7.89686021624851	0	5.41472280998658
arcA_locusTag_b4401	65.0776601440558	64.7566749646283	160.296417939432	142.180029524259	72.3366224483489	40.9241649451127
arcB_locusTag_b3210	17.9769319648873	19.4800923625717	16.4346256612979	20.951187988312	7.68223930514459	13.3577637104045
arcZ_locusTag_b4450	0	0	5.17330436492891	0	0	2.38330263899493
arfA_locusTag_b4550	18.9920859079277	15.7880963590532	10.1061665015465	30.6444506385346	24.2900635969869	53.3304775451811
arfB_locusTag_b0191	10.7416946937382	6.61703059155186	16.0139191093709	11.6198516255996	25.1514133699297	12.612347416998
argA_locusTag_b2818	55.5765457371551	52.2248350444122	12.336117108938	18.4859216967293	14.4769326111546	21.8124974822278
argB_locusTag_b3959	43.1837182579271	27.2293138253537	6.01340752365726	14.7806272738312	0	7.7940437653618
argC_locusTag_b3958	65.4520685951724	48.3293042064266	10.3883407871016	13.402518300078	0	24.246843614332
argD_locusTag_b3359	47.7760776900911	40.1841872229839	14.8674242559669	22.2179425313333	17.4267778140545	22.5554902906682
argE_locusTag_b3957	20.3582226896888	21.0811418087929	18.4748039560048	17.3948620188513	20.7793903427349	27.8491602857383
argF_locusTag_b0273	35.9951599341145	35.5507085179477	4.49345789934586	11.9917269000698	20.5106022089482	13.1994651628316
argG_locusTag_b3172	45.7182314095886	54.0248922286352	23.80322130346	28.6593245526222	12.8634321169311	50.3698777046066
argH_locusTag_b3960	63.7476461749013	61.3532844163	18.1256599232228	21.3949493464128	17.4220215974021	15.006654134836
argI_locusTag_b4254	19.9625331422046	12.0413690141436	1.02326268995005	1.22268588000712	4.63142630524638	4.01722852781832
argK_locusTag_b2918	0	0	0.336687730290662	0.142353951506853	0	0.289537770399986
argO_locusTag_b2923	8.62804410142535	12.296770917569	10.1938033560959	15.7538373000917	10.4550391661559	14.1695960749993
argP_locusTag_b2916	17.9059669574658	21.7319690055744	17.2796880495394	13.7978239440401	38.6766281099673	32.3378711819555
argQ_locusTag_b2691	340.43982433451	253.385765406289	77.2300437335816	81.6335205550208	60.4491355425014	29.0252214249025
argR_locusTag_b3237	16.9193533079028	16.9541265269117	17.9892754679462	18.7641246822749	5.64705300184726	27.8583284054917
argS_locusTag_b1876	23.119803802691	26.5391682371019	15.445539918672	14.4183043801878	10.3537446690444	15.7577675492602
argT_locusTag_b2310	242.65402835478	247.391490923026	198.920443019779	235.703964202522	1202.4977461175	727.026013454016
argU_locusTag_b0536	79.8898787771651	17.1062120105512	13.065232962448	19.027361933877	0	13.1081645144721
argV_locusTag_b2694	32.2283033703336	55.5951890342913	25.2594503940662	15.3446467208686	0	31.8341138208608
argW_locusTag_b2348	17.7089231289383	0	0	15.1236838080881	0	0
argX_locusTag_b3796	4.08527789201412	0	15.9686180652142	7.97921629485165	0	6.55408225723606
argY_locusTag_b2693	198.816857411354	244.832659401014	91.4566307371361	139.329392225487	0	31.8341138208608
argZ_locusTag_b2692	194.73157951934	193.51402336936	62.7131182197505	79.7921629485165	0	21.534841702347
ariR_locusTag_b1166	0	0	0	0	0	0
arnA_locusTag_b2255	6.22188257874353	5.97811645149368	18.2749278049406	16.0398373721055	1.34128187789716	3.99921307678045
arnB_locusTag_b2253	3.12726828107982	0.938778411324656	16.7278278012972	13.4736766382363	2.33312452971058	9.80237741104165
arnC_locusTag_b2254	2.16419950247738	0.42478661145912	11.9509203517991	5.36508391024796	4.8034916788159	4.09207406153541
arnD_locusTag_b2256	2.90284492189755	2.30986659093091	9.18329954726799	10.8738607626896	1.492571247963	4.69304655456409
arnE_locusTag_b4544	0	0	2.06261316675684	2.81318523215924	0	0.214568169135704
arnF_locusTag_b2258	1.08377742527162	0	1.32865504315219	1.83184154652229	0	2.049209181203
arnT_locusTag_b2257	1.54354688653703	0.946248796560661	3.86801855614748	4.46025157679548	0	1.26482289174731
aroA_locusTag_b0908	44.2341983591439	41.6106275702528	51.0672426007654	50.8686989456233	8.80372924178175	22.5717692690793
aroB_locusTag_b3389	55.3644562806628	46.7181017409371	60.6220944033138	62.4945611904465	52.5113702692436	78.7813927889991
aroC_locusTag_b2329	28.6759423304085	23.499383096907	23.8176496703812	17.9733005661267	25.7159305899039	19.3846337110886
aroD_locusTag_b1693	4.42078380585103	5.53162834036845	5.1251058770569	5.41732745101968	0	11.018457128107
aroE_locusTag_b3281	18.3507734370625	28.2453532716953	11.6011327824206	25.5062127715771	43.0303370223178	19.6302366019537
aroF_locusTag_b2601	23.0075018537179	28.2867427364016	30.5178034135206	48.320593399441	269.453009411673	1204.61094484186
aroG_locusTag_b0754	226.771935104413	208.115426201966	142.310261773584	126.120463855435	90.3005605017613	163.291878460197
aroH_locusTag_b1704	15.6565468019002	16.7477903047427	12.5979737553648	22.660247348556	95.2636806543718	57.7034672848156
aroK_locusTag_b3390	74.5237123506816	96.0442528509071	82.9144490497254	100.31753866955	38.2149707452595	81.9009167891778
aroL_locusTag_b0388	44.2057329233647	55.6664649176686	59.403259202597	108.47642255206	155.786057883818	359.925229634996
aroM_locusTag_b0390	13.4549049157338	17.3632467227304	27.9615683879386	29.3467500147726	31.3836219925671	60.5044260295582
aroP_locusTag_b0112	14.9829862717545	17.1357806084588	32.0371852682457	27.9991780835691	125.825711536793	158.25198905827
arpA_locusTag_b4017	0.543375375770613	0	0	0.259322424692868	0	0
arpB_locusTag_b4494	0.938180484323945	0.433282343688303	0.211794302759684	0	0	0.493280927781451
arrS_locusTag_b4704	0	16.7033483218969	149.688437167834	117.126355578943	0	4.17941477273024
arsB_locusTag_b3502	0.352227663213276	1.02106846884685	0.467917645631859	0	1.54637323480818	0.558875231237183
arsC_locusTag_b3503	2.37934938259456	0.772991974655188	3.62105282887253	0	0	0
arsR_locusTag_b3501	1.9746792070627	0	0.378916360869491	0	9.39181484417395	2.44389507896938
artI_locusTag_b0863	40.8726224071698	43.523566572952	17.0724596964982	22.5977174386562	8.17549783976453	11.4248756287339
artJ_locusTag_b0860	58.3485333896747	51.6209743074548	8.15446643822006	5.42345218527748	0	16.5463716002353
artM_locusTag_b0861	28.943661238588	47.1299792977545	27.3352188464624	38.1483055697288	0	4.31060716469935
artP_locusTag_b0864	26.034073150892	31.8453607336341	16.4987148514669	13.0957824469898	0	7.81275374696589
artQ_locusTag_b0862	27.2497468318556	46.8452542297311	13.0332430847467	21.6862446515907	2.78217778647496	7.74240958421052
ascB_locusTag_b2716	2.96783891773065	0.635480770742844	1.0197503466207	2.81910772738483	0	2.37786703648494
ascF_locusTag_b2715	2.85272072279572	1.46804854445831	1.56400456770411	2.20424060988938	2.7363806212655	2.86797289445583
ascG_locusTag_b2714	3.76829732362617	8.46850555022835	2.0564926529089	2.29061729289168	7.89246873551947	5.20566572953566
asd_locusTag_b3433	197.522117064942	232.206369082084	181.217779249858	207.539682692513	155.99600286285	242.993787020769
aslA_locusTag_b3801	2.17393578647102	1.8393568092565	1.32300386385712	2.08338790381648	0	0.478891276042007
aslB_locusTag_b3800	1.55529952109671	1.26549292938088	2.53224040516342	1.64421117452414	0	1.16658422054363
asmA_locusTag_b2064	20.5111015630693	22.7788727288559	23.7307100826744	19.1697178797233	16.8566359630384	17.4987633081545
asnA_locusTag_b3744	18.6902492078753	17.3269303805262	11.662076355381	13.5644822674506	1336.57726079674	1117.07170766181
asnB_locusTag_b0674	129.98299195636	161.087349183143	119.393473015159	143.970203218136	875.804502517574	3074.66366494895
asnC_locusTag_b3743	6.5487073834223	2.15225216472621	3.799069918783	3.91271776080709	20.281409310556	2.67018166035543
asnS_locusTag_b0930	61.3964552861448	57.9379830596478	59.344901369268	78.0945039608401	39.86795234923	65.0449391182085
asnT_locusTag_b1977	3.67913915421155	29.2465581989604	3.82406379982762	0	0	2.84585150643145
asnU_locusTag_b1986	9.19784788552887	0	2.94158753832894	0	0	0
asnV_locusTag_b1989	0	0	0	0	0	0
asnW_locusTag_b1984	14.2566642225698	0	0	6.84048198556614	0	9.48617168810482
aspA_locusTag_b4139	18.5825970642084	21.1967632298453	6.20742522702065	5.52535420963551	7.86638019933734	4.21431593993467
aspC_locusTag_b0928	105.589131343497	105.617573484121	95.5810952672538	71.3486132633877	171.399438057957	174.516885494313
aspS_locusTag_b1866	42.6400399945381	50.4249739405778	37.8275216434855	37.6919220682398	72.0070920844687	102.103951509936
aspT_locusTag_b3760	0.453919765779347	0	0	0	0	8.42667718787493
aspU_locusTag_b0206	0	0	0	0	0	3.74518986127775
aspV_locusTag_b0216	20.4263894600706	18.1753502612106	1.45169255138311	0	0	0
asr_locusTag_b1597	7.23921231637742	3.19703476896223	9.47781408789739	4.43554642429767	4.30382194800981	17.965396996372
astA_locusTag_b1747	21.9841894678467	42.3946888360526	49.24814383011	19.7722073940282	134.915461935438	76.8315749053576
astB_locusTag_b1745	20.2325278934357	13.3530912764654	39.2062841455312	26.6197652593068	91.5282669858559	40.3924578397963
astC_locusTag_b1748	27.3374201282427	44.2295751984521	67.4710078611305	28.6433405456213	369.774441741968	100.436882158185
astD_locusTag_b1746	23.3012146433398	23.3779114444399	41.4018004279044	29.6223269314098	80.0266446194846	50.6467925070662
astE_locusTag_b1744	16.9528961027395	20.2198427054541	25.3322597418445	14.33940608739	6.1759178727633	15.9962895132748
atoA_locusTag_b2222	0.48320491195866	0	0	0	0	0
atoB_locusTag_b2224	0.412932917730073	1.25048575140422	1.41494084122152	0.877428912916501	0	0.0608395821346807
atoC_locusTag_b2220	1.48784812116564	2.25706964028106	2.75821584762792	1.7731591766337	0	0
atoD_locusTag_b2221	0	0	0.202317332952941	0.641558985071609	0	0.326221288821704
atoE_locusTag_b2223	0.0264186107067345	0	0.321062162157747	0.964520651026024	0	2.39771414399263
atoS_locusTag_b2219	1.05218949538891	1.62214079410399	0.709716358453966	0.54323576896868	0	0.749755441577633
atpA_locusTag_b3734	123.532704091636	136.565424565103	134.52784036185	118.613522084348	15.5239025128603	40.8631302341553
atpB_locusTag_b3738	59.9235280993243	58.0099216273861	41.9998138376995	53.4008749657521	27.7058537903131	26.6821829148752
atpC_locusTag_b3731	64.3279961403631	68.4070290713604	65.1519617060741	53.4505194110255	44.329366064501	26.2631439022102
atpD_locusTag_b3732	106.017999380489	114.884045864426	122.190526057076	121.178106434111	50.0027556475933	32.3202031774041
atpE_locusTag_b3737	174.322212050486	160.874123525269	138.60760480606	377.304403337197	224.417415701536	172.126585280662
atpF_locusTag_b3736	129.566626647361	100.676050304136	101.907584247178	90.308621465494	39.5293710129308	41.6344248697458
atpG_locusTag_b3733	87.6627293960371	90.9943070164844	95.6084042261033	83.5281581848613	32.3234960886987	30.4567595634291
atpH_locusTag_b3735	53.1477142988537	52.1074758645371	57.9834277686337	51.8637565047963	41.0918280934981	24.9766992387179
atpI_locusTag_b3739	30.5484428198116	61.5806795556997	16.723040965933	25.305376450541	10.471503794764	14.1919103995269
avtA_locusTag_b3572	17.6988891130631	15.8870192685711	30.9312386606104	20.1257155938971	0	7.81890514898337
azoR_locusTag_b1412	6.80580031661906	2.58110439061844	16.3796914015465	5.30327196240712	0	13.3244708595954
azuC_locusTag_b4663	3.61570572051825	0	3.59752774802528	0	30.5719765962076	9.94412480408229
bacA_locusTag_b3057	7.95132689471632	10.2153428475417	4.40593987492773	10.5792192088207	8.08930037673376	7.01653574983909
baeR_locusTag_b2079	15.2763149943888	11.8418521594479	15.275098553115	7.77886572079218	11.0363566965563	19.9432655130281
baeS_locusTag_b2078	1.96666234703402	0.351810450003323	3.9330114864324	2.39000523142417	1.42081301488785	1.28374118286319
bamA_locusTag_b0177	70.2053242675719	59.8901981842894	60.4982876604681	58.7029547729682	48.3742157423963	42.6405951704848
bamB_locusTag_b2512	47.5807245579649	39.1718108683089	39.1752594502338	50.2679694002927	20.3035264417562	25.4380665047601
bamC_locusTag_b2477	68.4515392493475	75.4832264641912	73.6346150512478	83.6094959317912	160.613645161236	65.7561257576224
bamD_locusTag_b2595	78.381118363267	70.1647329189554	66.6138043029384	55.4586304954449	76.5852869000526	59.4929499203582
bamE_locusTag_b2617	72.3564033661605	60.4188157032022	34.1877840565786	16.7211781869395	77.7708176570193	177.918420105788
barA_locusTag_b2786	11.5618649372829	8.360761945672	6.92494731910415	8.36547617240997	8.92375704236419	2.09198127905975
basR_locusTag_b4113	1.93306040763133	6.1527388117173	3.07437669177817	3.81483055697288	0	5.71155449322664
basS_locusTag_b4112	5.60125352003361	2.11086270001994	8.18903490523807	6.53524569316992	0	2.17869217891638
bax_locusTag_b3570	62.1930601753143	32.5303131733981	52.5435279997947	59.2917149294361	27.4036081126006	44.1308205320561
bcp_locusTag_b2480	52.7616675522758	24.2950885282549	39.5858990508368	26.590871875951	5.64705300184726	29.5420735289005
bcr_locusTag_b2182	15.4950142716416	14.0316540688983	15.748731132998	24.1267835729364	20.0989569058191	15.2543375458089
bcsA_locusTag_b3533	0.627237736676387	0.440065305158795	1.09262174772294	0.848144734369199	1.26945492739121	1.45896523710142
bcsB_locusTag_b3532	0.896200563205377	0.633258810005981	0.678325057983887	0.444339000771818	0	0.246478307109732
bcsC_locusTag_b3530	2.63597505896158	2.48819307903904	6.08774834932923	7.94494040004626	0.574214586327733	2.22053967091734
bcsE_locusTag_b3536	6.38115324679249	3.875286101945	21.9720870706478	9.59059942505584	33.4162206020571	11.7865079778666
bcsF_locusTag_b3537	0	0	0	0	0	0.750988591974965
bcsG_locusTag_b3538	1.68517713045583	1.76407811358809	7.58509358097677	5.06373341788663	0	1.63071808543135
bcsQ_locusTag_b3534	0.881918482516845	0	4.48308879015444	0.251057168128952	0	1.14892278612903
bcsZ_locusTag_b3531	0.315734615763412	1.11549654879102	0.868392780059528	1.92119967074289	2.40267566745263	0.325631909799443
