	N18	N19	N20	N21	N3	N4
None_locusTag_PFL_0182	3.59041653679589	4.9553639838829	12.1089720124534	0	6.94743836131639	23.5559361570531
None_locusTag_PFL_0187	5.69631068060008	0.162556913757005	0	0	3.86239653147648	5.23465247934514
None_locusTag_PFL_0188	11.3717889322522	11.5361386832388	9.97984158609449	13.2687368413807	5.9587346988298	17.5068286846981
None_locusTag_PFL_0189	78.8470345472935	81.1693997085137	80.5875079147782	70.4194818526949	88.845748722945	71.9201493807749
None_locusTag_PFL_0190	3.32011529183824	2.16022898672395	0	5.59160542123464	5.10088237580861	7.06678084711594
None_locusTag_PFL_0191	10.947827472853	8.63417050119175	0	0	5.57473483694931	9.26790930769303
None_locusTag_PFL_0196	151.950158140097	180.577508767782	258.260155081605	170.100994009091	129.028034191883	139.720352748692
None_locusTag_PFL_0197	5.56735489985103	12.0746423712081	9.83523490967828	0	2.9699460703398	4.32030270129359
None_locusTag_PFL_0199	3.35212341472187	1.61559632077514	0	7.98355263712252	0	9.53798641942029
None_locusTag_PFL_0200	4.5466147734676	2.90024449654569	0	7.88243936033077	2.09727909724877	0
None_locusTag_PFL_0201	2.49136698233589	6.11431674530938	1.62150381160283	5.62124872505819	8.37293867303358	16.1788071229868
None_locusTag_PFL_0202	27.5463382166332	17.6871627057995	24.6516982462483	23.7927742211558	30.4530291093052	19.4072787443184
None_locusTag_PFL_0203	0.678331615890336	0	2.09708453846958	1.81748474839521	0.75990798894728	0.394792226095862
None_locusTag_PFL_0204	0.814908451304497	0	0	0	0	11.3827342503881
None_locusTag_PFL_0209	4.35060244849535	1.50113632085052	5.38001232084247	11.6567670019224	7.97532097846298	0
None_locusTag_PFL_0211	0	0	0	0	0	0
None_locusTag_PFL_0214	0	0	0	0	0.60997098664378	0
None_locusTag_PFL_0215	2.07557879050205	3.93887906411205	0	0	0.581297136844287	0
None_locusTag_PFL_0217	5.96265603432174	4.99644799650438	0	5.80946017790612	3.33986346035088	0
None_locusTag_PFL_0218	14.3344660219048	13.7157395982473	0	0	7.55686277897573	0
None_locusTag_PFL_0219	1.2582524274028	0	0	0.842823238245448	14.4480951577308	6.59078006466771
None_locusTag_PFL_0220	11.0730170380086	6.21090095014973	21.719992565734	6.13829754646684	6.41620424630014	5.33341950725731
None_locusTag_PFL_0221	3.32247500419918	3.27540050107398	0	2.83247312156617	0.845917475258477	1.75790568336217
None_locusTag_PFL_0222	5.91337788527776	9.4050785816553	2.92502440820302	2.11253097378404	2.20817418866174	5.50658247827216
None_locusTag_PFL_0223	21.7020076477494	22.9381780792407	24.4590276305845	16.9289246813192	15.6950226947957	8.95338749860843
None_locusTag_PFL_0224	0	0	0	5.6480862840754	3.06997550395889	3.43524068957025
None_locusTag_PFL_0228	0	1.69679252761822	7.73975530692895	0	3.85633719133297	2.18560232385029
None_locusTag_PFL_0229	3.51380139292389	1.69351897290256	2.89680873867051	0	3.71768490412632	0
None_locusTag_PFL_0230	12.7934382345601	6.55833065847228	4.02704509839445	18.0738761090413	3.90872212705641	0.541515773725359
None_locusTag_PFL_0231	0	0	0	7.32724707123295	0	12.0962915401084
None_locusTag_PFL_0232	2.48361871181666	0	0	2.21815752247325	2.1640107048885	0
None_locusTag_PFL_0233	10.002142619747	1.26121743432159	0	0	2.34523327623385	8.66425237960575
None_locusTag_PFL_0234	0	2.45488491792359	0	4.96265750790625	2.30548355968751	2.39551893122574
None_locusTag_PFL_0235	6.39059785496685	6.10505100914467	0.37631892971033	12.6381238957958	11.2500663927609	6.37604286957829
None_locusTag_PFL_0236	0	0	0	0	0	0
None_locusTag_PFL_0237	1.36046340890051	0.368826611045306	5.88828442958516	4.55643935522049	0.762036582753855	0.791796173346324
None_locusTag_PFL_0238	3.83497976233433	3.8388075843491	1.31327626490748	0.79040274529335	4.36227064209094	2.33499075609273
None_locusTag_PFL_0239	10.4573419444912	5.98505000650792	25.8633737146372	24.9056283225066	11.7149451693212	18.9349151884446
None_locusTag_PFL_0243	0.532549821247237	0.28875241259468	5.9270231429377	0	5.81679569171158	9.29839585146834
None_locusTag_PFL_0244	1.66954368961009	0	0	0	3.91067648811994	13.0735445671645
None_locusTag_PFL_0245	3.51945968824261	6.9970149834537	1.45073674352098	9.03693805452063	5.91406652267665	9.55893061445634
None_locusTag_PFL_0246	7.64858955870048	10.3678031608799	4.13802665622422	5.1233034639802	7.49735992244836	2.22575774712313
None_locusTag_PFL_0247	4.3755444772746	12.1588178060138	14.8798538963841	13.1890447282193	8.27170114995991	5.09317538530878
None_locusTag_PFL_0248	57.9718519700564	35.1452936472382	50.238577116329	53.8139469111304	49.0911988047746	28.6921929131023
None_locusTag_PFL_0250	5.5012913573501	4.47426068447679	8.26074854441802	0	2.42113079326407	13.7219045575067
None_locusTag_PFL_0252	18.6802091145185	5.59735445952765	22.4922929526866	5.26849829899179	11.5647535645863	6.8665077056997
None_locusTag_PFL_0253	1.43089143890672	0	9.10007593663162	0	1.83196673429715	2.37938749061143
None_locusTag_PFL_0254	7.48011238897982	5.28193524929639	0	5.59306194778354	7.98992081788551	2.83481180113533
None_locusTag_PFL_0255	5.88563029537783	3.32237835686628	1.59523243510674	12.0972557223862	5.14830093707111	9.7602285272252
None_locusTag_PFL_0258	48.2925860631017	36.4090542062565	53.4629461277108	43.1308407147576	41.3909984030261	73.5230734598931
None_locusTag_PFL_0259	5.02118402890252	8.53882134387126	3.38687036739297	12.8419646037925	5.75287485993453	9.82973275726653
None_locusTag_PFL_0260	44.358806027671	56.0262417514652	56.7907317764575	49.4053805387546	53.5909323150857	33.2077953847282
None_locusTag_PFL_0261	6.15905445442457	5.08873816978451	7.49547317485841	4.19104373542986	2.73799376049845	0
None_locusTag_PFL_0262	3.39640165718518	6.67563269956652	0	0	5.23167423159858	0.494180478819296
None_locusTag_PFL_0263	5.13852147272413	2.0638103470717	14.5915010708059	4.58929142580672	8.95452705471105	9.74728392705647
None_locusTag_PFL_0264	2.2695581167172	6.1528551468773	4.20984821367537	13.6820931292742	13.9837273853943	22.455191476817
None_locusTag_PFL_0265	6.99092674437282	5.48629583929892	2.2750189841579	3.69692920412208	6.59508024346972	8.99408471451119
None_locusTag_PFL_0266	0	0	0	0	0	0
None_locusTag_PFL_0267	2.52085866943329	0	0	0	0	1.95620231062033
None_locusTag_PFL_0274	1.42290655364496	5.65774258427702	15.2497366281835	0	4.25073531317385	0
None_locusTag_PFL_0275	12.3771450068455	16.2252775015137	11.8183566841545	11.3340694051536	8.77571161429439	1.82368537990089
None_locusTag_PFL_0279	5.65627449896134	20.4458230035985	10.2587812577555	4.04136360202165	29.9927659364316	14.0457755967522
None_locusTag_PFL_0280	87.5634802243054	76.9769508529326	103.950867429984	103.855272718876	94.1701361687744	66.3190202575496
None_locusTag_PFL_0282	18.8180704363968	26.9658526123475	23.8247375536536	12.0047885595108	27.104319635293	20.861345674143
None_locusTag_PFL_0285	4.62157422729436	4.78389810208764	21.3017348482052	0	5.17736619459237	4.89050577655082
None_locusTag_PFL_0286	5.14497284933772	7.25306907568332	12.7246824537645	8.27109584651041	11.5274177984375	15.5708730529673
None_locusTag_PFL_0287	0	1.70558419874578	0	0	2.29055167134756	0
None_locusTag_PFL_0288	1.2882902837599	2.96871180694159	0	0	1.26281791797207	0
None_locusTag_PFL_0289	1.41187627028337	2.44969488638464	0.931170560957654	5.2960660226493	5.90489742729266	2.19124987507471
None_locusTag_PFL_0290	3.71092173729737	4.50707922250474	0	2.78399558647824	0	2.07338313362815
None_locusTag_PFL_0291	0	10.4428803561828	0	15.7055751016497	6.097606518208	9.74728392705646
None_locusTag_PFL_0292	94.9084675106311	34.584497822416	56.0691387614613	17.5019180043248	30.5622488339588	36.6756980673106
None_locusTag_PFL_0293	40.5513224040904	36.2389809461737	80.7326660201935	19.1126046210551	29.6194276739163	9.20576815333111
None_locusTag_PFL_0294	5.94800577379516	2.89142618557646	3.55087422527349	2.19817412136988	3.67631162220441	2.38742596186349
None_locusTag_PFL_0295	9.0859520522998	12.9879656603811	11.2358080442084	6.63938306046414	23.1332534050277	8.65320103728482
None_locusTag_PFL_0296	28.5697315869106	36.0457084102355	28.5355322356819	66.2436183182055	39.3914295085069	21.104413389577
None_locusTag_PFL_0299	4.79294839122514	7.79631514005637	8.89053471440655	19.2629469056887	3.13212075707547	0
None_locusTag_PFL_0300	6.86069513854117	9.82620150322195	2.24106347693167	15.6075049555687	7.83077891382133	9.04065780014832
None_locusTag_PFL_0301	5.9401825832652	10.1537415533294	4.23311990087093	9.98109576170935	10.2637986998029	2.3438742444829
None_locusTag_PFL_0306	3.18216306344444	5.54831973881823	1.08022484139872	3.51075291326701	3.42505291421202	5.37453014066371
None_locusTag_PFL_0309	0	9.82620150322195	2.24106347693167	0	9.13590873279155	6.32846046010382
None_locusTag_PFL_0310	3.29572260806147	1.50481257306485	0.643505369804664	4.87994654944114	2.42899160752791	4.03816048406625
None_locusTag_PFL_0311	1.8317877472211	2.83773922722358	7.76644411833216	0	2.05207911670462	12.1841049088206
None_locusTag_PFL_0312	1.86802091145185	18.2313830967472	23.1001927622187	21.2715618821793	12.5560181558366	29.3543204418662
None_locusTag_PFL_0314	7.73384453785797	6.91902277822412	6.69464185147103	0	4.76515551030953	0
None_locusTag_PFL_0316	0	0	5.82483308874912	0	0.879462478587692	0
None_locusTag_PFL_0317	4.10964600519406	18.4339540200444	7.85406553915436	4.50456604563798	2.09266969263943	0
None_locusTag_PFL_0318	2.35312711713896	19.393417850545	2.32792640239413	0	10.0172367070143	8.76499950029884
None_locusTag_PFL_0319	2.29096904234661	2.73279641806588	4.53286801371839	3.06914877323342	4.6196670573361	6.40010340870877
None_locusTag_PFL_0320	2.4196285356668	3.10094982221244	5.98428906702405	0	2.95703326133833	7.16919796084226
None_locusTag_PFL_0321	6.41309996008997	5.56356761168342	1.58610478472981	6.87316415414245	4.07112677881439	8.95789121465401
None_locusTag_PFL_0322	9.67851414266718	1.71744913230227	7.39875739195701	8.01537114400961	6.30833762418843	8.19336909810544
None_locusTag_PFL_0323	55.5280606300473	54.7960523461685	73.7022918465301	38.1865736084317	63.0352944002365	60.7570792343504
None_locusTag_PFL_0324	0	0	0	6.42098230189624	0	0
None_locusTag_PFL_0327	24.0018965948173	19.9037709518752	19.5545817801107	55.2304028076284	26.572038422817	28.9244983509862
None_locusTag_PFL_0328	24.6124376846696	62.2768716893391	64.930271547858	59.3507012769869	46.8729731831062	47.7485192372698
None_locusTag_PFL_0332	0.892804112090957	1.69429724448937	2.20810666109444	0	0.750129761148326	1.03923247751705
None_locusTag_PFL_0333	3.91681804014097	0.943878854072933	0	1.16605652316395	1.21884883531867	0
None_locusTag_PFL_0334	1.9636877505828	1.41963450289137	0	7.89209684545737	2.56648169852006	0
None_locusTag_PFL_0335	3.00217646483333	5.24513997823084	2.06251721091239	0	1.30791855789964	2.32970797157668
None_locusTag_PFL_0336	8.92804112090957	11.6180382479271	10.7951881209061	15.4159531518293	21.1147636471381	18.0133629436289
None_locusTag_PFL_0337	4.94424095407946	3.49127917046295	1.99064161113817	4.92923893882944	6.4405080502634	5.6213029465695
None_locusTag_PFL_0338	13.9500642514212	14.7645902734074	30.9134932553221	30.2006496013208	14.6275303423924	7.53443546199861
None_locusTag_PFL_0339	6.01095837843416	5.70357488243948	4.8315997237809	2.41581512348571	7.74391383786126	0.699681271991677
None_locusTag_PFL_0340	3.69543267265474	0	0	0	0	0
None_locusTag_PFL_0341	2.89098474391357	3.70503095640966	4.55003796831581	4.22506194756809	2.06096257608429	8.56579496620114
None_locusTag_PFL_0342	23.7037713265902	13.9015304932036	26.3213351792612	5.18453816673694	23.0318726132129	12.9510724688181
None_locusTag_PFL_0343	23.5312711713896	23.221066110521	34.3369144353135	5.04387240252314	18.9800274448693	25.1993735633592
None_locusTag_PFL_0345	1.97287289761901	2.33390428614194	1.77431318114531	1.20136547253598	7.63499873090014	12.3172841943823
None_locusTag_PFL_0346	0	0	0	9.12139541951615	0	0
None_locusTag_PFL_0347	11.0785911719316	43.2496314338893	29.5918527720393	22.5593636105552	20.8503221200936	15.4747025849254
None_locusTag_PFL_0348	0	2.99252500325396	0	0	0.562080702568442	5.25628327471433
None_locusTag_PFL_0351	1.30360355016962	4.64483942222854	2.76351999302617	2.49486019910079	12.1002526706298	4.76899320971014
None_locusTag_PFL_0352	17.1472911909988	18.5947736843414	18.339084330311	34.7680670189191	26.4778627141211	9.71008055328907
None_locusTag_PFL_0353	9.05334696120303	0	1.31711625398615	27.1108141635619	0	0
None_locusTag_PFL_0354	5.15842375874775	8.6059542577238	0	0	3.11164937957824	0
None_locusTag_PFL_0355	40.0215653375298	53.6982698907917	37.7475216924524	39.9846644646946	35.3357214860485	38.6896381573945
None_locusTag_PFL_0356	4.79294839122514	0	0	6.42098230189624	2.68467493463611	0
None_locusTag_PFL_0357	0	8.68161099845105	13.2001101498393	14.300209668692	1.49476406617102	0
None_locusTag_PFL_0359	29.9462381963878	39.838493237389	29.1398658024754	28.2800136962223	30.6144602609178	21.7146365652619
None_locusTag_PFL_0360	4.82178682919881	4.15928565434215	1.89721799761905	4.40428388938731	6.87483545235337	4.84725040054884
None_locusTag_PFL_0363	0	0	8.6293823537024	0	0	0
None_locusTag_PFL_0366	0.722746185978393	0	0	0	4.04831934587985	0
None_locusTag_PFL_0367	3.15966362345944	6.36328736751399	0.558183096484839	5.44231957186744	2.27548656169901	0
None_locusTag_PFL_0368	40.7053298153323	50.6195533731196	32.6415767292221	27.1728526399087	32.2160992156334	28.4611768671031
None_locusTag_PFL_0369	20.9444768859753	21.9451833571957	31.500262857571	32.2296392154232	31.7071165551429	27.6741068138806
None_locusTag_PFL_0370	0	0.863417050119175	7.87678704023196	2.66663745871101	0.891957573911889	0
None_locusTag_PFL_0372	4.39932461030326	2.38534601708649	2.17610511528147	12.9660415564861	3.44987213822805	9.21754023536861
None_locusTag_PFL_0375	19.571205930836	19.9239164690329	7.90269752391693	11.7718008868098	28.6365326361185	46.4919792573417
None_locusTag_PFL_0376	487.337428259717	1031.87147867304	255.35927373201	536.683464054184	817.52917533368	673.988214126296
None_locusTag_PFL_0379	1.49697566191689	0.721485480236571	0	1.33697165738113	0.186333602769264	0
None_locusTag_PFL_0380	7.73384453785797	8.80602899046706	2.86913222205901	6.56185310965193	10.9742975388947	8.40211735538201
None_locusTag_PFL_0381	0.4047378641479	0.877807334287828	1.00100835302948	0	0.453411766738543	12.7202055248087
None_locusTag_PFL_0382	0.423070938133694	1.83513728422542	0	5.10098942450294	0.473949581956666	0
None_locusTag_PFL_0383	1.22647837620576	0.997508334417986	0	0.821539823138239	4.12192515216858	3.92598935950885
None_locusTag_PFL_0384	2.14633715836008	13.6326139037125	3.79169830692984	0	10.6483066431022	0
None_locusTag_PFL_0385	4.59432170113833	2.49107486757357	0	18.464662619507	6.98499208218837	3.05590523118527
None_locusTag_PFL_0389	2.0236893207395	0	4.00403341211791	16.2664884981371	7.2545882678167	0
None_locusTag_PFL_0391	1.6543785528754	0.543646160789324	0.619947369754012	0	2.47111284927695	2.56761649275889
None_locusTag_PFL_0392	0	2.4436776227445	3.60625280021537	0	0	0
None_locusTag_PFL_0394	1.2081727287997	0	0	0	3.38366990103391	0
None_locusTag_PFL_0396	0	2.32360764958543	0	0	0	0
None_locusTag_PFL_0400	3.17856961372697	5.17033115745448	10.2197187874737	0	2.84866031458771	2.9599082082161
