SM-574SX_1	269.280471	1420643
SM-574SX_2	268.490442	1615025
SM-574SY_1	284.526432	5731765
SM-574SY_2	283.929539	6406648
SM-574SZ_1	260.411396	274900
SM-574SZ_2	261.387878	149001
SM-574T1_1	269.666521	775342
SM-574T1_2	271.019522	590541
SM-574T2_1	259.414343	851822
SM-574T2_2	260.2859	710177
SM-574T3_1	278.352501	2145819
SM-574T3_2	279.429773	1696300
SM-574T4_1	284.849017	69479
SM-574T4_2	284.546032	70603
SM-574T5_1	277.511041	1383266
SM-574T5_2	277.514674	1437494
SM-574T6_1	270.797076	384254
SM-574T6_2	270.952333	391791
SM-574T7_1	285.637398	8899087
SM-574T7_2	285.609838	9232814
SM-574T8_1	271.204151	346025
SM-574T8_2	270.624935	379040
SM-574T9_1	279.830322	804359
SM-574T9_2	279.094025	901712
SM-574TA_1	271.668851	895922
SM-574TA_2	271.262313	1024349
SM-574TB_1	286.787203	2122026
SM-574TB_2	286.450823	2365068
SM-574TC_1	272.351611	1118836
SM-574TC_2	273.011459	891965
SM-574TD_1	272.494209	590186
SM-574TD_2	273.795694	493178
SM-574TE_1	265.666045	2252995
SM-574TE_2	266.700511	1744652
SM-574TF_1	274.958024	3332359
SM-574TF_2	276.019011	2731773
SM-574TG_1	277.721704	1491782
SM-574TG_2	277.791305	1519299
SM-574TH_1	278.269226	1110779
SM-574TH_2	278.408628	1133500
SM-574TI_1	265.768789	1652444
SM-574TI_2	265.810547	1702200
SM-574TJ_1	282.845024	4411266
SM-574TJ_2	282.884439	4542455
SM-574TK_1	281.88168	1131204
SM-574TK_2	281.482658	1261354
SM-574TL_1	282.725012	439703
SM-574TL_2	282.128193	496265
SM-574TM_1	273.358615	1032211
SM-574TM_2	273.23093	1099554
SM-574TN_1	285.573661	3347560
SM-574TN_2	285.051373	3773840
SM-574TO_1	268.360866	163688
SM-574TO_2	268.549913	85908
SM-574TP_1	281.629405	5208541
SM-574TP_2	282.593014	4255266
SM-574TQ_1	280.600778	5406155
SM-574TQ_2	281.589952	4315402
SM-574TR_1	266.008042	2138254
SM-574TR_2	267.143141	1783438
SM-574TS_1	276.881109	1649816
SM-574TS_2	276.925932	1706733
SM-574TT_1	283.449101	6924513
SM-574TT_2	283.340926	7154052
SM-574TU_1	281.272227	8106124
SM-574TU_2	281.254813	8396429
SM-574TV_1	276.368603	1756607
SM-574TV_2	276.382327	1792748
SM-574TW_1	281.630802	391576
SM-574TW_2	281.206102	424740
SM-574TX_1	289.224501	3174330
SM-574TX_2	288.636163	3570096
SM-574TY_1	287.708727	3209776
SM-574TY_2	287.505784	3532128
SM-574TZ_1	276.185757	1216759
SM-574TZ_2	275.619707	1381385
