	N6	N7
AZC_0113	43.6275275886674	66.218634014579
AZC_0114	0	15.9891266914084
AZC_0115	12.885243190955	0
AZC_0117	0	1.93722518298013
AZC_0118	0	34.6933881039994
AZC_0119	0	0
AZC_0120	0	0
AZC_0121	0	0
AZC_0122	0	0
AZC_0123	0	0
AZC_0124	0	0
AZC_0125	0	0
AZC_0126	0	0
AZC_0128	0	0
AZC_0129	17.947303015973	13.4706928169375
AZC_0130	40.2019587557795	0
AZC_0131	197.01243992534	0
AZC_0132	0	24.7707195892804
AZC_0133	16.2541612220133	19.8247932022854
AZC_0134	18.5547501949751	9.05230557298201
AZC_0135	5.65057516245026	43.0052373079261
AZC_0136	797.891269188841	492.941373954273
AZC_0137	0	0
AZC_0138	0	0
AZC_0139	0	13.4617272975918
AZC_0140	31.3074359320168	0
AZC_0141	0	0
AZC_0142	11.0489911075534	8.38517718995686
AZC_0143	0	0
AZC_0144	366.326259690514	34.3691508319994
AZC_0145	6.03029381336692	0
AZC_0146	13.6343852369407	0
AZC_0148	55.0711763777801	100.753401069149
AZC_0149	16.2980913874782	5.96351211733612
AZC_0150	172.791111190706	110.89074326903
AZC_0151	0	60.8090408814982
AZC_0152	491.600039133173	280.698001915837
AZC_0153	85.8272015516331	125.617544847847
AZC_0154	43.1557286261946	39.3015175162864
AZC_0155	25.9926457472712	0
AZC_0156	76.4711171984935	42.6376711770891
AZC_0157	55.8360538274715	69.3400511061753
AZC_0158	0	52.0400821559991
AZC_0159	22.2637429818399	21.7236236060486
AZC_0160	27.4818077432086	0
AZC_0161	11.1397053202591	43.4778223332879
AZC_0162	18.1089904305313	44.1741638321194
AZC_0163	68.3190386710754	102.214477580122
AZC_0164	376.893363335433	249.486725731139
AZC_0165	0	0
AZC_0166	36.7700842278471	0
AZC_0167	0	0
AZC_0168	0	0
AZC_0169	43.487695769473	35.360568644461
AZC_0172	23.5558352084645	9.85044412238555
AZC_0173	0	0
AZC_0174	13.4949030350283	39.5025482964208
AZC_0175	0	17.2046743346149
AZC_0176	11.9966057295098	17.5583513269047
AZC_0177	20.304019573626	19.8114431731929
AZC_0178	5.07031430496097	56.0694935994681
AZC_0179	0	4.51226888223796
AZC_0180	25.8146139270844	25.1883502672873
AZC_0181	11.8148389760324	0
AZC_0182	0	0
AZC_0184	12.885243190955	0
AZC_0185	0	0
AZC_0186	0	0
AZC_0187	35.5320342538455	9.90572158659647
AZC_0188	285.086005599878	428.098617722274
AZC_0189	137.806824479475	163.624411031462
AZC_0190	61.2212569884966	69.0697807836983
AZC_0191	76.0547145744146	87.4024459050533
AZC_0192	1.57202654154508	0
AZC_0193	2.09968447540631	12.2924762307207
AZC_0194	0	0
AZC_0195	0	0
AZC_0196	0	0
AZC_0197	7.13362832811544	0
AZC_0198	0	0
AZC_0199	0	0
AZC_0200	0	0
AZC_0201	0	0
AZC_0202	0	0
AZC_0203	0	0
AZC_0205	18.8446681667716	13.7906217713398
AZC_0206	0	0
AZC_0208	28.821257196239	12.9794087259668
AZC_0209	0	0
AZC_0210	0	115.578544369324
AZC_0211	60.62627828452	39.4369880860476
AZC_0212	91.1931874532899	20.2741147021228
AZC_0213	14.0369967722694	8.21787517100322
AZC_0214	409.496595457875	267.223120828729
AZC_0215	0	0
AZC_0216	0	0
AZC_0217	0	0
AZC_0218	20.5688191868454	38.9590598997721
AZC_0219	0	144.215652510743
AZC_0220	9.98393015458099	17.0480092537534
AZC_0222	243.648234883512	263.739837243131
AZC_0223	20.2358852797548	0
AZC_0224	26.2948858140999	22.8061962110012
AZC_0225	54.4906067472914	2.95381456949714
AZC_0227	0	0
AZC_0230	55.6528346188498	59.7329638660164
AZC_0231	0	0
AZC_0232	141.335011250787	0
AZC_0233	27.4104264243951	17.8302988558736
AZC_0234	29.754739210692	24.8853325197109
AZC_0235	8.34450250927157	67.8505376203679
AZC_0236	125.631121111811	72.2365902308274
AZC_0237	60.3029381336692	66.1949845024309
AZC_0238	0	46.5506220129613
AZC_0239	0	0
AZC_0240	0	0
AZC_0242	10.6542293522384	57.1766650590294
AZC_0243	0	0
AZC_0244	15.473627820223	17.255127925039
AZC_0245	0	0
AZC_0247	45.0983511683423	53.4337481738521
AZC_0248	4.77080206753712	0
AZC_0249	0	137.401066732763
AZC_0250	0	6.98259330194419
AZC_0251	0	0
AZC_0252	4.28287912881173	4.17897629434539
AZC_0253	0	0
AZC_0254	0	0
AZC_0255	13.3544892520429	31.8523547474514
AZC_0256	0	0
AZC_0259	98.671653062066	69.4463356725551
AZC_0260	16.2454035920445	0
AZC_0261	26.4065413801895	11.7117806975285
AZC_0262	26.8471984841678	108.813673154681
AZC_0264	293.976823401637	0
AZC_0265	0	47.9673800742253
AZC_0266	0	0
AZC_0267	111.177983284788	73.7669443816011
AZC_0268	0	0
AZC_0269	0	0
AZC_0270	43.9099064080116	0
AZC_0272	3.53061698674878	29.2821945496051
AZC_0273	27.4558079250977	4.87085978678667
AZC_0274	17.7959766836292	27.2866715205823
AZC_0275	14.2223910692616	0
AZC_0276	262.479306608605	100.693428806608
AZC_0277	88.3097420367541	0
AZC_0278	19.8713548331511	20.6818932247392
AZC_0279	0	18.0649080513457
AZC_0280	26.6827159883492	16.2721200841767
AZC_0282	137.052132121975	0
AZC_0283	0	0
AZC_0284	0	0
AZC_0285	25.6287487068094	32.3619924234107
AZC_0287	31.7861872692533	17.7228874169828
AZC_0288	27.2453033736457	32.4919602644685
AZC_0289	51.0376429516731	9.57682067454151
AZC_0290	0	0
AZC_0292	3.16717112046582	12.3613416437779
AZC_0293	0	0
AZC_0294	505.966432970855	272.034182886702
AZC_0295	172.665432464016	186.592320847027
AZC_0296	17.3829224179864	1.54192836017775
AZC_0297	249.850656593152	0
AZC_0298	3.23513616596938	0
AZC_0299	0	112.433094696273
AZC_0300	0	0
AZC_0301	1247.2973190204	1423.72537669238
AZC_0302	10.8614802113957	0
AZC_0303	0	56.0974444935855
AZC_0304	65.016644888053	33.7021484438852
AZC_0305	681.848574332982	738.551694310202
AZC_0306	1074.0981346964	1330.63709305141
AZC_0308	25.2591672076657	28.5379121899565
AZC_0309	57.9835943592973	103.169659103839
AZC_0311	88.5400282121334	4.66984017653834
AZC_0313	0	0
AZC_0315	11.1672107654943	0
AZC_0316	115.499579086665	11.8629004484643
AZC_0317	28.2670022501574	45.9687392377992
AZC_0318	131.729719224035	145.195758887029
AZC_0319	150.757345334173	23.5359944897532
AZC_0320	3843.87149507014	5862.49277952003
AZC_0321	720.149185115573	471.435995104083
AZC_0322	4.08556491420523	4.98306116398908
AZC_0323	69.6172454568633	114.775450835779
AZC_0324	4.80118934185264	4.68471227901139
AZC_0325	0	0
AZC_0326	61.6734594548889	106.981793135242
AZC_0327	19.8613817566978	9.22835417571879
AZC_0328	0	27.6503694663454
AZC_0329	0	19.613328741461
AZC_0330	238.777161864684	666.974999127323
AZC_0331	85.6858058324377	7.27017951701602
AZC_0332	0	0
AZC_0333	13.9960400177614	13.6564954764815
AZC_0334	1139.52735205642	1574.5911806525
AZC_0335	6.36106942338283	130.341741636292
AZC_0336	19.2661144197026	0
AZC_0337	14.5331631106208	51.9954891121637
AZC_0338	29.8453627818921	41.8152186366174
AZC_0339	23.4337842488352	55.2577590837794
AZC_0340	171.462216796377	116.796109994752
AZC_0341	0	0
AZC_0342	26.1731502316273	35.7534638516216
AZC_0343	5659.08225952901	3089.83847258695
AZC_0345	147.291659234537	0
AZC_0346	472.373015380409	970.85977270232
AZC_0347	1634.61616008401	5842.67840739309
AZC_0348	1855.47501949751	3065.43984175981
AZC_0349	37.7544301786789	2.54058662454158
AZC_0350	37.5849337398215	4.07479128977722
AZC_0351	0	0
AZC_0352	17.977877637806	3.7589429018984
AZC_0353	50.8506918785901	14.5932505516823
AZC_0354	136.623844209094	124.115595942058
AZC_0355	1164.94312303679	4011.81724257157
AZC_0356	45.6840440406585	300.886293192868
AZC_0357	46.6947529796111	39.0530882020241
AZC_0358	40.0240739825238	247.336225279486
AZC_0359	155.858157770292	370.514950849028
AZC_0360	16.6088600791885	47.3711753501389
AZC_0361	0	27.0736132934278
AZC_0362	7.21327011168292	0
AZC_0364	0	19.1038916312932
AZC_0365	19.528153540696	0
AZC_0366	0	12.8583885979858
AZC_0367	387.304782212102	451.052380587467
AZC_0368	0	0
AZC_0369	413.366914625958	229.34940867031
AZC_0370	0	0
AZC_0371	51.8660591746008	195.683440425127
AZC_0372	12.4387248625555	84.9587259840514
AZC_0373	55.390078956645	4.69967941089321
AZC_0374	62.8155605559054	114.921848094498
AZC_0375	122.235685406086	13.2522491496358
AZC_0376	0	55.1624870853591
AZC_0377	8.16796762646448	2.27708925016962
AZC_0378	46.6259830930432	0
AZC_0379	143.403328488604	0
AZC_0381	2.06516911416675	6.04520406414894
AZC_0382	0	0
AZC_0383	214.895338743887	29.0328879396627
AZC_0384	48.9825309750021	2.65523403539635
AZC_0385	40.9666699277644	0
AZC_0387	50.6747379274531	86.5293915064456
AZC_0388	0	19.7892330351064
AZC_0389	15.0256490366285	46.4268994295381
AZC_0390	0	0
AZC_0391	5.1000455119815	16.9194818304214
AZC_0392	2.72125172083345	0
AZC_0393	31.3509850152439	90.4412084823247
AZC_0394	66.8176599819049	126.318529983094
AZC_0395	33.1855791616104	11.5644627013331
AZC_0396	107.046635740241	121.857959636296
AZC_0397	0	10.2152753861776
AZC_0398	0	0
AZC_0399	38.7978462257063	0
AZC_0400	775.323490290033	483.328458271718
AZC_0401	37.4220360758585	80.8528179501717
AZC_0402	99.992116803278	172.617306525613
AZC_0403	0	0
AZC_0404	0	0
AZC_0405	0	26.1033341809632
AZC_0406	0	0
AZC_0407	12.7400573521836	0
AZC_0408	35.894606031946	81.7222030894209
AZC_0409	144.34213914974	250.382920103758
AZC_0410	20.2585458455776	55.1830777860255
AZC_0411	25.652427870998	30.8062755101482
AZC_0412	14.7319881434045	16.7703543799137
AZC_0413	0	0
AZC_0414	60.7892521508762	130.491904933108
AZC_0415	6.47027233193876	15.7832581073989
AZC_0416	0	0
AZC_0417	0	4.83881465661045
AZC_0418	0	10.0478118552567
AZC_0419	54.9528150117687	62.7248821511649
AZC_0420	88.1049420784128	114.623349787759
AZC_0421	0	0
AZC_0422	62.8155605559054	0
AZC_0423	0	0
AZC_0424	221.459239040163	170.45342724673
AZC_0425	243.410297154134	199.197870030463
AZC_0426	535.929291216858	1560.27998152808
AZC_0427	0	0
AZC_0428	53.6098318537469	9.51077363540674
AZC_0429	147.801318955072	43.2646957532228
AZC_0430	117.779176042323	63.207016451974
AZC_0431	59.5094784213841	0
AZC_0432	150.433831717576	63.1330324295955
AZC_0433	0	0
AZC_0435	30.456029360439	52.0050383296315
AZC_0436	0	54.7065987623396
AZC_0437	90.2169940582452	42.8558954783892
AZC_0438	94.2233408338581	60.2348996909094
AZC_0439	51.0255630361816	222.913024734682
AZC_0440	95.8572715997632	202.652168354691
AZC_0441	0	37.5255014186116
AZC_0442	162.581450850579	129.794087259668
AZC_0443	0	0
AZC_0444	50.2524484447243	0
AZC_0445	221.869300680481	108.243370884478
AZC_0447	91.7218362099504	167.60283686702
AZC_0448	49.5912320178201	0
AZC_0449	51.9852914945424	135.264336148007
AZC_0450	0	0
AZC_0452	0	0
AZC_0453	196.060689007826	581.34203561338
AZC_0454	49.51883605867	64.4233425814413
AZC_0455	57.1050550508231	0
AZC_0457	0	20.2060392254063
AZC_0458	21.6250290438363	0
AZC_0459	0	0
AZC_0460	31.1716315540583	43.3189121639411
AZC_0463	200.224599271949	413.718653140193
AZC_0464	23.4227513937274	29.0875638114888
AZC_0466	86.1470544766703	74.5051773620434
AZC_0468	18.1948520230898	19.0215472708135
AZC_0469	5.29592548012317	0
AZC_0470	12.6534942127004	139.339295915056
AZC_0471	535.824299681699	1178.57201322936
AZC_0472	236.653972326899	866.635456018044
AZC_0473	87.3593888525837	221.624120298794
AZC_0474	54.6222265703525	0
AZC_0476	0	42.028561588845
AZC_0477	7.69170129255985	0
AZC_0478	0	0
AZC_0479	0	0
AZC_0480	0	0
AZC_0481	24.9598253864525	0
AZC_0482	0	29.8983669839345
AZC_0483	5.75409715015927	272.303371362841
AZC_0484	8.81621902539023	911.847739734591
AZC_0485	2043.59957008546	5066.77659154409
AZC_0486	0	72.6419583017074
AZC_0487	13.5087227001947	2.63620009965874
AZC_0488	204.912896570721	292.771776116469
AZC_0489	21.848890628141	30.4554794122065
AZC_0490	0	0
AZC_0491	158.052055592278	0
AZC_0492	367.504560690066	489.460739499983
AZC_0494	15.0256490366285	12.2176051130363
AZC_0495	0	0
AZC_0496	59.859534176804	41.1014609655617
AZC_0497	48.0251931119942	16.2991651591089
AZC_0498	2.86610922688542	0
AZC_0499	13.3808294675301	0
AZC_0500	0	0
AZC_0501	138.855449649896	51.6140230038448
AZC_0502	32.2780210413217	3.7052888050619
AZC_0503	47.1116704169291	4.37797516550469
AZC_0504	29.2838008922494	15.874097002981
AZC_0505	96.6393239321622	79.2076737635925
AZC_0506	66.1216426904267	45.1622701283642
AZC_0507	53.0006292190452	172.382772141747
AZC_0508	282.670022501574	339.461458986825
AZC_0509	0	0
AZC_0510	30.2725593040508	8.86144370849142
AZC_0512	70.0731352814881	98.6526993469901
AZC_0514	0	45.9687392377992
AZC_0516	0	0
AZC_0517	0	0
AZC_0518	0	167.159051773815
AZC_0520	23.6614667564846	0
AZC_0524	13.3709397192171	4.89246005191655
AZC_0525	520.798102063507	610.687735813672
AZC_0526	54.0172898591499	14.3745894684975
AZC_0529	66.4050211591	0
AZC_0530	4.58693748481257	28.3458351486632
AZC_0531	47.4411226576069	61.7202652703318
AZC_0532	21.3537316337356	0
AZC_0534	6.47027233193876	12.6266064859191
AZC_0535	69.4467617662217	97.4078466766418
AZC_0536	0	20.7600757848126
AZC_0537	47.6703068250349	18.8962406353009
AZC_0538	0	0
AZC_0539	0	8.26404300904256
AZC_0540	0	0
AZC_0541	14.5894205162103	99.6483637671003
AZC_0542	70.3534278226141	34.3233252975568
AZC_0543	47.5690652753458	14.2815500544619
AZC_0544	97.7130941980751	86.2623254832776
AZC_0545	0	0
AZC_0546	11.0468744425903	11.4129283624881
AZC_0548	0	0
AZC_0549	0	15.1224263660798
AZC_0550	298.373912640551	398.395740060927
AZC_0551	2.69530414781001	5.25983190325236
AZC_0552	21.2062761979016	0
AZC_0553	5.86604456553202	131.645883575954
AZC_0554	27.0013155822399	13.1731312442649
AZC_0555	66.6614112021853	22.515300851167
AZC_0556	129.459216214941	59.0844737017697
AZC_0557	0	180.986868622121
AZC_0558	3.8166416540297	22.3442985662214
AZC_0559	0	0
AZC_0560	12.6474282998467	76.5117270535182
AZC_0561	94.2233408338581	40.8611015447104
AZC_0562	0	44.6659814456349
AZC_0563	0	7.58247245159575
AZC_0564	0	96.8369679241413
AZC_0568	62.8155605559054	48.1577268205516
AZC_0570	4.9919650772905	121.771494669667
AZC_0571	32.0079289456843	34.3545567127502
AZC_0573	0	0
AZC_0574	0	2.34235613950569
AZC_0575	212.993844610405	254.992926273003
AZC_0576	73.2023855297166	92.6613956289496
AZC_0577	68.2961128191723	135.746612514306
AZC_0578	2.37787610937181	11.6009436562269
AZC_0579	57.6425143924779	28.8431305021485
AZC_0581	0	57.7617665815278
AZC_0583	17.1016185806653	48.7766028910679
AZC_0585	41.1156396365926	181.486970497285
AZC_0586	0	0
AZC_0587	150.757345334173	706.079834692596
AZC_0588	49.7002237365405	460.697694339263
AZC_0589	0	0
AZC_0590	0	0
AZC_0591	0	0
AZC_0592	0	0
AZC_0614	0	4.22701050462522
AZC_0615	57.1654836805065	35.0238013240375
AZC_0616	12.1578504301752	0
AZC_0617	142.608299640434	74.0921202456911
AZC_0619	37.1823049030471	112.138987198936
AZC_0621	213.095825683325	136.54849123802
AZC_0622	4.18770403706036	69.4638726260077
AZC_0626	0	0
AZC_0630	0	18.3874956951197
AZC_0631	0	0
AZC_0638	0	0
AZC_0642	20.9385201853018	0
AZC_0656	73.2848206485563	122.583304634131
AZC_0657	52.2426444227332	0
AZC_0658	0	40.8611015447104
AZC_0659	0	29.933132526939
AZC_0660	55.4449080913771	32.2022691683357
AZC_0664	29.2023913480238	42.7409100903509
AZC_0665	10.616714460153	54.3855506475371
AZC_0666	0	0
AZC_0667	0	0
AZC_0668	0	25.7424939731676
AZC_0669	82.9856946793613	296.899013058813
AZC_0670	0	199.941700762467
AZC_0671	30.4765522912749	11.8948759213712
AZC_0673	163.866679711058	60.758681427352
AZC_0674	1060.12014527227	1447.49052869344
AZC_0675	0	49.0333218536525
AZC_0676	483.310312983084	471.585183710129
AZC_0677	194.79881700483	57.8483010632979
AZC_0678	0	0
AZC_0679	0	0
AZC_0680	18.2141774102625	0
AZC_0682	0	0
AZC_0683	0	0
AZC_0684	17.0668692831139	0
AZC_0687	0	0
AZC_0688	0	0
AZC_0691	17.8999486544533	31.0501246566665
AZC_0692	17.5299238760666	0
AZC_0693	31.655085634472	9.65222871134892
AZC_0694	0	0
AZC_0695	18.1635355824305	2.21536092712285
AZC_0696	0	0
AZC_0697	22.316054408019	7.25822198491567
AZC_0698	0	0
AZC_0699	115.116695962677	395.989553537694
AZC_0700	15.5741059229518	0
AZC_0701	35.3013067586906	16.2093625962488
AZC_0702	8.6642152490904	0
AZC_0703	0	0
AZC_0704	25.9926457472712	0
AZC_0705	10.6667933019462	0
AZC_0706	8.49337156812242	41.4366100171711
AZC_0708	35.8946060319459	0
AZC_0709	103.41586189082	15.6966426665656
AZC_0710	32.2429004471931	35.7121303674001
AZC_0711	0	7.0994191873049
AZC_0712	32.2131079773874	37.717939887425
AZC_0713	0.741916069557938	0
AZC_0714	3.85897641640375	0
AZC_0715	1528.70766063157	2529.56950123516
AZC_0716	55.9742618814999	43.6930590775121
AZC_0717	46.6629878415297	24.5166609268263
AZC_0718	765.443222444126	779.099044401464
AZC_0719	30.7145695078111	2.49745272599249
AZC_0720	0	0
AZC_0721	11.1318714909199	0
AZC_0722	54.5845560692695	102.716355262393
AZC_0723	0	42.3972331817296
AZC_0724	0	1.05372468166875
AZC_0725	3.23977103153667	10.5372468166875
AZC_0726	2.15984735435778	0
AZC_0727	0	0
AZC_0728	0	0
AZC_0729	549.233491014455	691.495564602792
AZC_0731	132.454536635456	18.7987176435729
AZC_0732	27.9180269137357	39.3477274134249
AZC_0733	26.484398504652	21.8662110968991
AZC_0734	133.518276697306	44.5257743289894
AZC_0735	3.20760309221645	0
AZC_0736	4.25868207158681	0
AZC_0737	78.1936438455254	21.3630655378984
AZC_0738	332.944667257449	197.519388385738
AZC_0739	24.782029370001	12.0904081282979
AZC_0740	101.202847562292	0
AZC_0741	65.1420627987167	2.59435565363241
AZC_0743	6.96338777525049	6.79445568410889
AZC_0744	13.6555566425881	3.55313926475743
AZC_0745	66.3479759416898	12.5880166127959
AZC_0746	5.40348908007789	21.0896007972699
AZC_0747	378.696680863353	478.602758762924
AZC_0748	88.9561975574313	27.4099314709859
AZC_0749	0	4.51226888223796
AZC_0750	13.5410789222311	0
AZC_0751	75.9630034629554	51.3139414747526
AZC_0752	114.827462048142	74.0921202456911
AZC_0753	167.508161482414	394.520980431687
AZC_0754	36.882530968605	11.2461747370763
AZC_0755	104.370469846735	639.319081091854
AZC_0756	16.2838944437608	6.15052120812366
AZC_0757	63.5459740507415	63.0733863960501
AZC_0758	14.8285913443449	2.4114748452616
AZC_0760	0	0
AZC_0761	0	0
AZC_0762	0	0
AZC_0763	0	0
AZC_0765	4.66259830930432	31.8463842967022
AZC_0766	0	0
AZC_0767	0	30.6458261585328
AZC_0768	19.2866539873142	0
AZC_0769	0	0
AZC_0771	5.69971059864548	0
AZC_0772	0	0
AZC_0773	0	0
AZC_0774	0	0
AZC_0775	0	9.33968035307667
AZC_0776	2.98529396701333	0
AZC_0777	30.4840220344835	29.7444783303407
AZC_0778	14.7801318955072	151.42643513628
AZC_0779	42.6671732077848	254.418179429329
AZC_0780	229.904951634614	242.71494317558
AZC_0782	0	8.75595033100938
AZC_0783	0	0
AZC_0784	0	0
AZC_0785	0	0
AZC_0786	0	0
AZC_0787	0	0
AZC_0788	0	0
AZC_0789	0	0
AZC_0790	0	15.9199096927443
AZC_0792	0	1.80269565638428
AZC_0793	14.7080336911388	14.3512161522885
AZC_0794	52.7430945775532	36.4533442352227
AZC_0795	0	0
AZC_0797	0	23.8798645391165
AZC_0798	0	0
AZC_0799	5.81326524424832	54.8316067000999
AZC_0800	61.5336103404788	35.0238013240375
AZC_0801	0	0
AZC_0802	70.3925347863843	77.2704099250166
AZC_0803	0	47.6437135420106
AZC_0804	4.8631401720701	49.0333218536525
AZC_0805	18.3850421139235	17.9390201903607
AZC_0806	16.4762126048276	0
AZC_0807	3.20760309221645	12.5191460051879
AZC_0808	0	13.5368066467139
AZC_0809	27.6618982264538	0
AZC_0810	0	0
AZC_0811	0	0
AZC_0812	12.8243488469523	65.3468656083649
AZC_0815	3.94652736476893	490.975015942987
AZC_0816	55.9347040992515	356.054686958502
AZC_0817	37.5187963501335	16.6402675973934
AZC_0818	0	55.0936200602837
AZC_0819	0	0
AZC_0820	0	0
AZC_0821	217.123350617151	177.879034441919
AZC_0822	267.089785040858	179.53145403109
AZC_0823	162.526506122343	155.849405891721
AZC_0824	0	58.6445045425744
AZC_0825	0	0
AZC_0826	0	0
AZC_0827	24.9874053040066	0
AZC_0828	9.78943800871253	21.0142807944225
AZC_0829	0	0
AZC_0830	12.4937026520033	0
AZC_0831	14.9758952318715	9.74171957357335
AZC_0832	0	0
AZC_0833	0	0
AZC_0835	0	0
AZC_0836	0	0
AZC_0837	0	0
AZC_0838	0	0
AZC_0839	0	0
AZC_0840	0	0
AZC_0841	0	0
AZC_0842	0	0
AZC_0843	0	0
AZC_0844	0	0
AZC_0845	0	27.8862493954422
AZC_0846	0	0
AZC_0847	0	0
AZC_0848	0	0
AZC_0849	0	0
AZC_0850	0	0
AZC_0851	0	21.1095116741555
AZC_0852	0	0
AZC_0853	0	0
AZC_0854	0	0
AZC_0855	0	0
AZC_0856	0	0
AZC_0857	2.49598253864525	0
AZC_0858	0	0
AZC_0859	0	0
AZC_0860	0	0
AZC_0861	538.419090479189	497.068564944994
AZC_0862	14.9264698350666	254.876177952154
AZC_0863	209.058037475123	201.113234165372
AZC_0864	128.798292232277	160.697441369113
AZC_0865	11.4210110101646	0
AZC_0866	422.684145796747	463.983536231992
AZC_0867	0	0
AZC_0868	0	0
AZC_0869	0	0
AZC_0870	100.504896889449	313.813259863376
AZC_0871	36.591588673343	135.674725517388
AZC_0872	80.1900773054112	273.856318863485
AZC_0873	84.8010067504723	873.406045518186
AZC_0874	2.66355733805959	0
AZC_0875	0	0
AZC_0876	0	5.48880468511036
AZC_0877	383.672020949379	2948.61351830373
AZC_0879	0	0
AZC_0880	71.969586968575	22.1758742051695
AZC_0888	163.302432894262	233.734880715582
AZC_0889	63.1344212693872	33.6015149758532
AZC_0890	0	0
AZC_0891	22.405550261979	12.4925660773637
AZC_0892	0	0
AZC_0893	63.1664854752121	131.486002736051
AZC_0894	1.82074088567842	19.5422659561659
AZC_0895	120.799154915203	254.596094240119
AZC_0897	15.6225228325568	0
AZC_0898	68.0108324815818	110.601477865382
AZC_0899	348.626361085275	303.393678969475
AZC_0900	95.3865919552638	54.4814687262806
AZC_0901	3211.78692233673	2941.99931121915
AZC_0902	769.014741351084	1258.02664149775
AZC_0903	33.0125573724466	46.527969642152
AZC_0904	347.901566155784	100.581173033133
AZC_0905	0	0
AZC_0906	0	0
AZC_0907	42.6248446629358	0
AZC_0908	6.65889334514898	0
AZC_0909	0	0
AZC_0910	0	15.2172378166508
AZC_0911	140.536508362365	88.5093013121016
AZC_0913	26.5885970607007	3.89153348044861
AZC_0914	9.70540849790813	0
AZC_0915	0	6.91421694763608
AZC_0916	2.48774497251111	7.28217651291869
AZC_0917	0	0
AZC_0918	33.7059105421932	95.6747743485903
AZC_0919	10.7683818095838	21.0142807944225
AZC_0922	0	19.0215472708135
AZC_0923	25.0219660305681	0
AZC_0924	19.7068425273429	0
AZC_0925	1.36803398669848	0
AZC_0926	0	0
AZC_0927	42.6671732077848	8.32641314495986
AZC_0928	31.4077802779527	20.4305507723552
AZC_0929	16.1361072987647	56.2308736853813
AZC_0930	0	0
AZC_0931	84.8313036446311	28.3794145776767
AZC_0932	132.157413117619	102.683417518201
AZC_0933	29.6766427823175	147.679099283638
AZC_0934	120.605876267338	73.5499827804788
AZC_0935	280.747097178434	645.43862440012
